# Object: 
# Sample: 
# Curr: 900 (Watts: 0.00212998, Luxes: 8.2241)
#Time	L	a	b	dE76	dE94	dE2000	dL	da	db
122.004	72.2068	15.8034	57.4637	5.81113	3.94667	3.88727	-3.02476	4.40449	-2.28484
124.011	72.199	15.8142	57.4031	5.84741	3.96208	3.90546	-3.03259	4.41524	-2.34547
126.018	72.1954	15.8377	57.3902	5.87224	3.9737	3.92118	-3.03619	4.43876	-2.3584
128.032	72.188	15.8518	57.4472	5.86419	3.97834	3.92304	-3.04362	4.45293	-2.30141
130.032	72.1812	15.8546	57.3949	5.89055	3.98958	3.93541	-3.05041	4.45573	-2.35373
132.042	72.1767	15.8837	57.3795	5.92101	4.00393	3.95477	-3.05493	4.48476	-2.36911
134.047	72.1623	15.8654	57.4841	5.87348	3.9988	3.93562	-3.06933	4.46646	-2.26444
136.057	72.1558	15.8929	57.4154	5.92449	4.01929	3.96306	-3.07579	4.49394	-2.33314
138.059	72.156	15.8757	57.4785	5.88683	4.00749	3.94457	-3.07559	4.47683	-2.27012
140.069	72.1479	15.8975	57.4654	5.91265	4.02198	3.96132	-3.08371	4.49859	-2.28315
142.084	72.1411	15.9134	57.4113	5.94936	4.03762	3.98072	-3.09055	4.51448	-2.33727
144.101	72.1308	15.9275	57.5086	5.92797	4.04058	3.97778	-3.10079	4.52862	-2.23998
146.102	72.1266	15.9406	57.5017	5.94278	4.04866	3.98741	-3.10497	4.54171	-2.24692
148.115	72.1154	15.954	57.4555	5.97638	4.06602	4.00615	-3.1162	4.55504	-2.29305
150.122	72.1103	15.9614	57.542	5.95213	4.06403	3.99923	-3.1213	4.56251	-2.20655
152.136	72.1092	15.9672	57.5206	5.96514	4.06879	4.00593	-3.12239	4.56832	-2.22801
154.141	72.1073	15.9797	57.4485	6.00297	4.08121	4.02407	-3.12427	4.58083	-2.30013
156.15	72.0944	16.0034	57.397	6.04759	4.10378	4.04976	-3.13724	4.60445	-2.35162
158.157	72.0973	16.0013	57.5026	6.0042	4.09064	4.03144	-3.13432	4.6024	-2.24595
160.173	72.085	16.01	57.517	6.01193	4.1015	4.03913	-3.14664	4.61105	-2.23162
162.166	72.0798	16.017	57.4906	6.02989	4.11029	4.049	-3.15184	4.61811	-2.258
164.175	72.0717	16.0392	57.4468	6.06754	4.12781	4.07057	-3.15986	4.64029	-2.30173
166.184	72.0641	16.0302	57.4384	6.06789	4.1316	4.07053	-3.16753	4.6313	-2.31021
168.193	72.0627	16.0432	57.5056	6.05332	4.1304	4.06775	-3.16893	4.64431	-2.24299
170.219	72.0553	16.0577	57.4946	6.07239	4.14178	4.08011	-3.1763	4.65881	-2.25399
172.224	72.0516	16.0701	57.5203	6.07434	4.14616	4.08427	-3.18	4.67118	-2.2283
174.24	72.0418	16.0596	57.4433	6.10007	4.15765	4.09467	-3.18978	4.66068	-2.30527
176.224	72.0447	16.0715	57.4868	6.09137	4.15508	4.09301	-3.18689	4.67256	-2.2618
178.235	72.0339	16.0845	57.5676	6.07754	4.15989	4.09239	-3.19768	4.68558	-2.181
180.242	72.0276	16.1047	57.4597	6.13592	4.18153	4.12175	-3.20401	4.70582	-2.28892
182.245	72.0265	16.108	57.5136	6.11912	4.17828	4.11584	-3.20511	4.7091	-2.23501
184.262	72.0203	16.1235	57.5082	6.13622	4.18851	4.12733	-3.21128	4.72456	-2.2404
186.263	72.0168	16.1248	57.5108	6.13808	4.19136	4.12913	-3.21477	4.72586	-2.23776
188.276	72.0115	16.1424	57.478	6.16641	4.20424	4.14547	-3.22007	4.74346	-2.27054
190.279	72.0033	16.1374	57.5403	6.14425	4.20305	4.13718	-3.22834	4.73848	-2.20827
192.277	72.0005	16.1457	57.5237	6.15809	4.20943	4.14516	-3.23112	4.74676	-2.22491
194.272	71.9934	16.1719	57.4985	6.19119	4.22574	4.16561	-3.23823	4.77302	-2.25011
196.285	71.9974	16.1724	57.5554	6.16891	4.21737	4.15556	-3.23417	4.77345	-2.19314
198.305	71.9825	16.1698	57.5714	6.1691	4.22651	4.15838	-3.24911	4.77085	-2.17719
200.324	71.976	16.1961	57.6057	6.18091	4.23677	4.16974	-3.25558	4.79719	-2.14286
202.331	71.9763	16.2101	57.5301	6.21824	4.24818	4.1881	-3.25532	4.81121	-2.21847
204.343	71.9738	16.2172	57.5347	6.22334	4.2519	4.19213	-3.25776	4.81826	-2.21389
206.346	71.9614	16.214	57.518	6.23338	4.26203	4.19842	-3.27026	4.81505	-2.23063
208.35	71.9548	16.2336	57.5542	6.23915	4.26997	4.20603	-3.27681	4.83468	-2.19438
210.357	71.9538	16.2413	57.4672	6.27676	4.28146	4.22346	-3.2778	4.84242	-2.28139
212.365	71.9522	16.2425	57.5011	6.26626	4.27986	4.21969	-3.27943	4.84359	-2.24746
214.365	71.948	16.2521	57.5181	6.26981	4.28458	4.22395	-3.28364	4.85318	-2.23044
216.375	71.9389	16.2755	57.485	6.30452	4.30223	4.24498	-3.29268	4.87661	-2.26361
218.391	71.9399	16.2595	57.5477	6.26935	4.29041	4.22692	-3.29175	4.86059	-2.20086
220.4	71.9276	16.2902	57.5531	6.29769	4.3092	4.24733	-3.30398	4.89127	-2.19547
222.394	71.9177	16.297	57.5564	6.30709	4.31873	4.25473	-3.31392	4.89812	-2.1922
224.396	71.9202	16.277	57.5888	6.27898	4.30732	4.23847	-3.31142	4.87804	-2.15981
226.408	71.9176	16.3115	57.5569	6.31816	4.32338	4.26215	-3.31396	4.91258	-2.19166
228.431	71.9118	16.3182	57.5322	6.33507	4.33238	4.27186	-3.31984	4.91928	-2.2164
230.429	71.9064	16.3128	57.5418	6.3303	4.33384	4.26996	-3.32523	4.91385	-2.20673
232.426	71.9104	16.3239	57.5387	6.33794	4.33465	4.27444	-3.3212	4.92498	-2.20989
234.424	71.8944	16.3343	57.5297	6.35749	4.3511	4.28811	-3.33719	4.93534	-2.21884
236.432	71.8918	16.3475	57.5373	6.36653	4.35668	4.29499	-3.33981	4.9486	-2.21129
238.447	71.8885	16.3452	57.5417	6.36491	4.35802	4.29455	-3.34307	4.94628	-2.20686
240.439	71.8864	16.3495	57.53	6.37352	4.3622	4.29951	-3.34526	4.95063	-2.21862
242.45	71.8811	16.3563	57.5881	6.36155	4.36299	4.29669	-3.35049	4.95739	-2.16053
244.465	71.8771	16.3724	57.5724	6.38154	4.37273	4.30907	-3.35452	4.97345	-2.17622
246.46	71.8681	16.3805	57.5625	6.39594	4.38314	4.31865	-3.36346	4.98157	-2.18612
248.458	71.8781	16.3774	57.5859	6.38037	4.37235	4.30926	-3.35353	4.97852	-2.16271
250.46	71.8689	16.3884	57.5376	6.41024	4.38744	4.32609	-3.36273	4.98945	-2.21103
252.468	71.8564	16.3988	57.5731	6.41274	4.39704	4.33166	-3.37517	4.99986	-2.17551
254.477	71.8605	16.4151	57.5668	6.42549	4.39982	4.33928	-3.37115	5.0162	-2.18175
256.481	71.8498	16.415	57.5973	6.42071	4.40515	4.33937	-3.38184	5.01606	-2.15125
258.495	71.8428	16.4347	57.5772	6.44657	4.41872	4.3556	-3.38876	5.03583	-2.17141
260.487	71.8465	16.4159	57.6037	6.42102	4.40735	4.34034	-3.38507	5.01702	-2.14484
262.499	71.8402	16.4389	57.5658	6.45498	4.4231	4.36054	-3.39138	5.03994	-2.18274
264.505	71.8348	16.4408	57.5808	6.45433	4.42651	4.36172	-3.3968	5.04189	-2.16783
266.506	71.8343	16.4484	57.6036	6.45291	4.42726	4.3625	-3.39732	5.04947	-2.14502
268.522	71.8356	16.4574	57.5492	6.47754	4.43423	4.37464	-3.39603	5.0585	-2.19934
270.524	71.8224	16.4533	57.5668	6.47529	4.44134	4.37565	-3.40918	5.05437	-2.1818
272.528	71.8175	16.4729	57.564	6.49414	4.45173	4.38836	-3.41413	5.07397	-2.18456
274.542	71.8124	16.47	57.5902	6.48582	4.45227	4.38524	-3.41918	5.07113	-2.15839
276.531	71.8194	16.4876	57.6087	6.48971	4.45088	4.38852	-3.41222	5.08864	-2.13984
278.539	71.8102	16.5091	57.5805	6.52078	4.46749	4.40784	-3.42137	5.11019	-2.16812
280.54	71.8066	16.5059	57.5859	6.51834	4.46872	4.40695	-3.42501	5.10695	-2.16265
282.541	71.7972	16.515	57.5638	6.53778	4.48091	4.41904	-3.43437	5.11609	-2.1848
284.54	71.7972	16.5247	57.5707	6.54301	4.48338	4.423	-3.43436	5.12574	-2.17784
286.552	71.7926	16.5086	57.6189	6.51701	4.47731	4.40964	-3.43898	5.10972	-2.12969
288.561	71.7869	16.5289	57.6422	6.52836	4.4861	4.4192	-3.44466	5.13001	-2.10636
290.565	71.7829	16.5497	57.6029	6.55956	4.49951	4.43748	-3.44868	5.15079	-2.14565
292.565	71.7809	16.54	57.6043	6.55253	4.49779	4.43313	-3.45074	5.14105	-2.14423
294.57	71.7762	16.5468	57.6114	6.55807	4.50293	4.43767	-3.45536	5.14792	-2.13722
296.594	71.7756	16.5415	57.6405	6.54476	4.49903	4.43092	-3.45603	5.14253	-2.10811
298.584	71.7603	16.5809	57.6313	6.58683	4.5244	4.45938	-3.47134	5.18202	-2.11726
300.597	71.7635	16.5597	57.6345	6.56741	4.51479	4.44652	-3.46816	5.16074	-2.11412
