#Wavelength [nm]	White Std.	Dark spec	0[s]	19.196[s]	39.28[s]	59.326[s]	79.397[s]	99.444[s]	119.519[s]	139.565[s]	159.679[s]	179.74[s]	199.809[s]	219.897[s]	240.016[s]	260.075[s]	280.163[s]	300.252[s]	300.262[s]
430.572	8729.51	1029.16	630.247	619.18	606.78	599.78	586.98	606.98	600.18	589.98	593.38	598.58	579.98	567.98	613.18	589.58	588.18	592.58	592.58
430.845	8948.34	1030.98	636.687	621.02	599.42	624.82	633.62	609.42	638.22	592.22	620.02	606.82	593.02	557.62	610.82	612.62	584.62	605.02	605.02
431.118	9027.42	1039.36	653.567	619.7	645.5	651.9	638.5	651.7	677.9	650.5	666.9	617.3	633.9	637.5	624.7	627.5	619.1	613.7	613.7
431.391	9179.7	1036.3	667.92	652.92	650.92	640.12	642.52	637.52	650.52	624.32	648.92	650.52	653.52	656.52	672.72	652.72	668.32	608.52	608.52
431.664	9421.46	1026.9	692.1	689.4	688.7	646.5	652.9	661.1	658.3	697.7	650.1	668.1	659.5	662.7	651.7	662.1	671.9	662.3	662.3
431.937	9687.49	1040.48	716.947	699.28	689.08	693.48	680.88	698.28	647.88	683.48	676.08	656.88	679.68	688.68	689.28	682.68	654.48	645.28	645.28
432.21	9951.87	1042	724.647	719.38	697.58	715.18	687.58	679.58	654.98	659.18	691.38	677.38	700.38	702.98	685.58	696.18	677.18	686.78	686.78
432.483	10196.8	1031.59	764.38	737.58	766.58	720.58	722.98	742.98	706.38	714.18	734.98	723.38	726.38	728.38	706.18	731.78	708.58	733.98	733.98
432.755	10401.5	1029.3	764.147	774.28	761.28	761.28	759.18	729.28	707.68	742.88	722.88	725.28	732.08	736.28	743.88	719.08	730.08	752.28	752.28
433.028	10577.4	1043.16	763.72	738.92	771.72	775.72	729.32	742.12	770.12	752.92	751.72	707.32	726.32	739.72	769.32	741.12	711.32	751.32	751.32
433.301	10740.1	1033.3	785.633	817.1	749.5	768.5	770.1	772.7	772.9	740.7	746.9	760.7	764.5	753.3	768.7	734.1	746.1	736.1	736.1
433.573	10872.2	1044.88	808.913	828.78	789.18	803.58	776.58	811.18	778.78	778.18	791.38	783.78	783.58	808.38	794.98	780.98	768.58	784.58	784.58
433.846	11440.7	1030.93	855.26	812.86	799.06	826.06	813.06	828.06	779.86	808.66	832.86	775.26	802.86	805.66	831.46	790.26	781.26	802.86	802.86
434.118	11313.3	1043.2	848.64	828.44	858.44	805.84	831.64	820.64	819.44	795.44	802.04	815.64	816.44	776.44	797.24	826.64	819.64	824.24	824.24
434.391	11405	1034.08	855.947	856.88	815.08	830.28	831.68	801.68	819.48	797.68	809.08	830.88	823.08	805.28	834.48	821.28	812.28	832.28	832.28
434.663	11730.8	1024.12	868.59	848.59	857.79	841.39	824.79	842.19	840.39	818.59	831.39	866.99	822.99	809.39	790.99	819.39	829.99	825.39	825.39
434.936	12043.1	1034.38	915.747	888.28	857.48	879.88	854.88	861.88	874.68	862.68	870.48	879.08	840.68	853.48	846.88	851.88	853.68	848.68	848.68
435.208	12122.4	1035.92	908.667	874.4	903.6	875.6	869.6	851.4	865.4	867.8	877.6	876.2	864.6	851.8	866.4	853.4	891.4	869.6	869.6
435.48	12474.5	1029.6	930.127	917.66	881.86	914.66	904.06	912.26	896.06	896.46	913.86	879.06	896.26	886.46	869.26	898.46	883.06	870.46	870.46
435.752	12544.1	1025.62	933.553	940.12	908.32	921.72	927.52	903.92	884.92	889.32	895.52	912.72	856.32	918.92	857.92	915.92	905.32	910.12	910.12
436.024	12632.3	1036.98	935.447	969.98	920.78	922.18	955.58	894.78	901.98	917.38	893.58	892.98	900.18	910.78	893.18	907.38	908.58	905.98	905.98
436.296	12978.7	1030.5	993.487	986.82	943.62	969.82	987.22	906.22	965.82	969.82	942.22	943.82	932.22	932.02	947.42	915.42	957.42	933.02	933.02
436.568	13299.7	1034.26	1021.49	983.96	952.96	986.16	992.96	985.36	992.36	1005.96	960.96	958.76	972.36	961.16	972.96	965.96	926.56	973.56	973.56
436.84	13344.7	1034.24	1024.96	1007.36	962.76	989.96	982.56	994.16	987.56	1015.36	999.36	979.56	934.56	956.36	954.96	975.56	971.16	962.36	962.36
437.112	13711.1	1032.64	1023.58	1015.98	1017.18	1007.58	1003.38	1004.18	1014.58	1001.98	996.98	975.58	994.18	992.38	951.58	973.58	989.78	1001.38	1001.38
437.384	14138	1040.48	1079.53	1054.26	1059.46	1071.26	1056.66	1055.06	1029.46	1008.26	1035.46	1057.66	1021.06	1037.86	1018.66	1006.66	1021.46	1036.66	1036.66
437.656	14124.4	1031.02	1095.87	1062.74	1072.74	1076.34	1068.94	1036.14	1035.94	1035.54	1068.34	1050.74	1051.74	1030.74	1021.94	1035.74	1013.34	1040.14	1040.14
437.928	14231.4	1040.1	1098.06	1054.06	1078.26	1074.26	1073.06	1059.26	1041.46	1093.46	1035.46	1033.26	1041.26	1027.66	1063.66	1017.66	1035.86	1042.66	1042.66
438.199	14726.1	1037.59	1119.49	1092.82	1063.22	1101.02	1140.02	1071.22	1097.82	1083.22	1093.82	1105.22	1045.02	1054.62	1052.42	1058.62	1059.62	1056.82	1056.82
438.471	15112.5	1031.34	1164.93	1186.46	1155.06	1136.06	1137.26	1149.46	1146.06	1117.66	1091.06	1124.66	1107.66	1096.86	1117.46	1148.06	1109.66	1115.86	1115.86
438.743	15031.8	1037.88	1152.74	1126.34	1150.34	1105.14	1120.74	1110.94	1132.74	1126.54	1127.74	1105.14	1116.34	1111.34	1088.74	1094.94	1076.94	1098.94	1098.94
439.014	15520.4	1032.98	1198.11	1144.38	1178.78	1148.58	1174.58	1183.78	1144.38	1146.98	1156.98	1166.78	1156.78	1144.78	1146.18	1154.98	1156.38	1138.78	1138.78
439.286	15873.8	1037.96	1206.19	1215.86	1186.06	1198.46	1207.66	1179.66	1199.46	1187.06	1192.86	1161.46	1177.06	1137.46	1192.46	1160.86	1177.66	1165.86	1165.86
439.557	15808.6	1041.78	1222.69	1217.76	1188.96	1169.36	1180.36	1177.56	1182.56	1184.76	1186.76	1180.56	1189.96	1145.56	1147.16	1167.56	1168.16	1170.16	1170.16
439.828	16376.8	1036.02	1277.59	1243.72	1246.52	1235.32	1219.52	1189.32	1198.32	1268.72	1163.32	1223.72	1230.52	1240.52	1222.32	1216.32	1222.92	1194.92	1194.92
440.1	16777.5	1022.36	1282.49	1282.82	1236.42	1251.42	1291.82	1245.42	1214.02	1260.82	1220.82	1242.02	1258.02	1250.02	1211.82	1241.62	1231.82	1242.02	1242.02
440.371	16694.5	1035.96	1317.45	1262.92	1273.72	1276.32	1254.52	1271.72	1286.32	1233.72	1247.12	1233.92	1273.92	1259.72	1266.12	1245.52	1235.52	1246.92	1246.92
440.642	17201.6	1038.64	1337.92	1326.32	1295.32	1295.52	1280.32	1263.32	1319.72	1275.12	1267.52	1287.52	1260.72	1280.52	1317.52	1293.92	1251.52	1307.52	1307.52
440.913	17586.5	1039.02	1360.47	1365.4	1317.8	1338	1344.4	1295.2	1331	1318.2	1305.4	1341.4	1302.6	1286.8	1317	1303.8	1305	1316.8	1316.8
441.184	17794	1042.88	1377.03	1369.76	1371.26	1352.76	1350.16	1349.56	1359.96	1386.36	1326.16	1345.16	1318.56	1319.76	1350.96	1328.36	1312.16	1325.56	1325.56
441.456	18180.6	1035.08	1439.26	1428.06	1419.06	1401.46	1416.76	1399.06	1419.86	1396.86	1389.06	1388.06	1377.26	1335.46	1342.26	1360.26	1355.06	1375.46	1375.46
441.727	18413.2	1034.07	1459.3	1395.1	1416.5	1421.5	1434.3	1407.9	1424.3	1403.7	1386.9	1382.3	1362.9	1390.9	1419.9	1385.1	1365.1	1370.7	1370.7
441.998	18848.1	1032.18	1477.41	1493.34	1446.14	1439.74	1458.54	1430.34	1473.94	1451.94	1459.74	1457.14	1418.34	1407.74	1423.14	1405.54	1427.74	1388.34	1388.34
442.268	19392.6	1035.64	1529.51	1485.38	1510.38	1464.98	1491.78	1499.38	1493.78	1450.58	1439.98	1458.58	1456.98	1434.38	1433.18	1472.58	1448.58	1446.38	1446.38
442.539	19370.6	1032.58	1511.95	1524.62	1485.62	1513.02	1467.62	1483.22	1463.62	1459.62	1460.22	1496.82	1471.22	1449.02	1456.62	1450.42	1463.22	1468.22	1468.22
442.81	20290	1032.08	1607.8	1584	1619.2	1595	1543.2	1561.8	1557.4	1543	1583.4	1551.4	1581.6	1522.6	1520.2	1557	1513.2	1544	1544
443.081	20151.4	1030.6	1600.65	1595.85	1568.25	1560.65	1590.45	1577.25	1559.85	1543.05	1519.25	1520.45	1535.45	1533.05	1498.05	1501.45	1508.25	1535.85	1535.85
443.352	20682	1038.04	1636.71	1658.64	1600.24	1607.24	1596.24	1550.84	1583.24	1571.64	1587.04	1571.64	1588.04	1578.84	1610.44	1563.44	1574.84	1575.44	1575.44
443.622	20915.1	1037.3	1669.31	1672.84	1611.44	1620.44	1639.64	1593.64	1625.24	1612.04	1600.64	1569.84	1600.84	1587.24	1585.84	1562.24	1606.64	1578.44	1578.44
443.893	21308.2	1041.54	1713.67	1678.2	1698.4	1671.2	1696.6	1654.6	1626.4	1645.4	1607.8	1641.6	1629.4	1650.2	1603.6	1653	1608.8	1621.2	1621.2
444.163	21839.2	1029.34	1752.63	1731.56	1723.36	1755.76	1688.76	1689.16	1688.16	1669.76	1693.56	1688.56	1691.76	1649.16	1665.76	1663.96	1663.56	1641.56	1641.56
444.434	22149.1	1033.84	1759.36	1737.76	1767.36	1734.96	1735.96	1748.76	1740.56	1734.96	1710.36	1736.16	1714.76	1704.16	1693.96	1709.16	1668.36	1690.76	1690.76
444.704	22429.9	1034.4	1801.19	1800.52	1756.72	1782.32	1759.32	1751.92	1747.52	1746.12	1722.32	1778.12	1723.32	1733.32	1724.12	1729.92	1710.32	1684.12	1684.12
444.975	22919.3	1037.86	1839.35	1881.48	1793.08	1771.48	1795.88	1786.08	1788.08	1792.68	1758.68	1792.08	1751.88	1787.48	1749.08	1731.28	1765.88	1731.08	1731.08
445.245	22974.9	1040.14	1880.49	1830.42	1828.62	1804.02	1796.62	1810.82	1803.62	1805.42	1814.02	1793.82	1789.82	1781.02	1805.22	1778.42	1776.62	1802.02	1802.02
445.515	24052.1	1038.04	1951.51	1900.38	1882.38	1891.38	1926.18	1909.78	1870.38	1878.98	1850.98	1912.38	1862.58	1831.38	1886.58	1893.38	1839.78	1831.78	1831.78
445.786	23975.5	1041.38	1957.04	1913.84	1926.84	1908.44	1861.44	1893.04	1870.24	1855.24	1889.44	1868.04	1836.04	1827.04	1849.44	1861.84	1845.44	1862.04	1862.04
446.056	24639.7	1032.82	2004.23	1983.16	1929.16	1972.96	1919.16	1910.36	1955.16	1915.16	1949.56	1921.96	1923.56	1890.16	1916.96	1896.16	1897.16	1930.56	1930.56
446.326	24847.5	1046.8	2038.37	2033.5	1997.5	1950.7	1950.5	1991.1	1970.1	1915.9	1911.5	1954.5	1938.3	1923.5	1925.1	1923.3	1927.9	1918.3	1918.3
446.596	25224.9	1031.38	2083.07	2039.74	2016.54	1974.14	1955.14	1961.94	1996.94	2007.54	1971.54	1979.34	1986.74	1940.54	1948.54	1914.14	1968.94	1972.14	1972.14
446.866	25501.2	1042.52	2083.17	2071.44	2021.24	2063.84	2027.04	2023.64	2018.44	2018.84	2003.04	2000.24	2032.44	1991.04	2007.64	1974.04	1968.84	1993.04	1993.04
447.136	25743.3	1045.44	2125.32	2061.92	2101.92	2051.12	2055.32	2024.52	2050.12	2028.12	2029.12	2046.12	2002.92	1979.92	2058.72	2014.92	2006.12	1991.72	1991.72
447.406	25906	1034.9	2108.27	2094.6	2090.6	2079.8	2079.8	2063.6	2029	2068.8	2011.4	2061.2	2037.2	2011.4	2046.6	2006.6	2027.8	2023	2023
447.676	26311.4	1037.14	2181.39	2146.32	2114.12	2167.72	2104.32	2111.32	2105.92	2114.32	2073.12	2084.92	2062.72	2069.32	2111.12	2103.32	2069.52	2068.32	2068.32
447.946	26827.6	1029.96	2224.09	2196.56	2170.36	2143.76	2166.96	2170.36	2124.96	2113.76	2142.16	2113.16	2126.96	2100.96	2108.96	2095.56	2132.56	2107.56	2107.56
448.215	26646.9	1040.32	2202.68	2213.28	2195.28	2136.68	2168.28	2133.08	2153.48	2122.88	2150.88	2160.88	2113.88	2111.68	2148.28	2129.08	2130.08	2123.08	2123.08
448.485	26791.3	1037.9	2229.97	2198.5	2219.3	2197.1	2178.1	2163.3	2184.1	2152.5	2168.9	2142.3	2159.9	2152.1	2104.9	2126.9	2170.7	2115.1	2115.1
448.755	27135.4	1028.58	2285.34	2274.94	2244.54	2216.34	2224.94	2220.74	2195.54	2200.54	2231.94	2176.74	2184.94	2162.54	2152.14	2171.94	2179.54	2173.34	2173.34
449.024	27508	1048.28	2333.88	2293.68	2282.48	2275.68	2257.08	2230.28	2216.48	2271.28	2239.48	2227.08	2265.48	2198.08	2216.28	2212.88	2218.48	2196.08	2196.08
449.294	27269.9	1034.62	2293.61	2281.74	2282.34	2278.94	2237.14	2228.54	2261.14	2239.54	2229.94	2229.94	2256.74	2228.94	2218.14	2205.14	2200.34	2196.54	2196.54
449.563	27330.9	1036.2	2331.14	2353.34	2256.34	2253.94	2300.14	2257.94	2252.14	2261.14	2252.94	2270.54	2190.34	2204.14	2204.14	2225.94	2209.74	2206.14	2206.14
449.833	27548.3	1031.74	2366.03	2333.76	2309.36	2311.76	2264.36	2285.76	2241.16	2255.56	2287.36	2257.76	2261.16	2241.76	2282.96	2200.56	2229.96	2260.76	2260.76
450.102	27971.1	1029.94	2423.37	2382.1	2350.9	2345.3	2361.3	2351.1	2347.9	2319.9	2340.5	2316.3	2325.7	2245.9	2331.5	2284.7	2260.3	2291.5	2291.5
450.372	27963.5	1036	2440.78	2437.78	2372.38	2394.18	2369.18	2325.58	2333.38	2368.58	2307.18	2334.78	2309.38	2338.98	2360.18	2312.38	2318.38	2328.58	2328.58
450.641	27496.9	1036.56	2421.59	2393.66	2338.26	2319.26	2322.26	2331.06	2340.66	2306.26	2313.46	2298.26	2313.86	2287.26	2321.46	2279.46	2292.86	2263.06	2263.06
450.91	27003.1	1026.18	2383.48	2347.88	2320.68	2318.68	2316.68	2258.68	2275.88	2283.08	2244.08	2275.28	2280.88	2288.08	2244.88	2237.88	2275.68	2249.68	2249.68
451.179	26860.6	1037.84	2364.01	2329.08	2343.68	2318.68	2323.88	2304.48	2304.28	2294.48	2274.88	2268.48	2292.28	2299.88	2263.48	2273.68	2282.28	2269.28	2269.28
451.448	27428.9	1037.26	2431.85	2360.98	2406.18	2367.58	2385.58	2325.18	2335.58	2347.78	2332.98	2310.98	2305.58	2369.98	2342.78	2320.78	2323.38	2300.38	2300.38
451.717	26384.5	1032.86	2374.96	2352.56	2332.16	2322.36	2323.36	2308.56	2282.76	2271.96	2299.96	2261.56	2277.96	2268.16	2260.16	2208.56	2274.16	2242.76	2242.76
451.986	26978.5	1030.94	2464.89	2412.82	2387.02	2331.62	2387.22	2359.42	2347.82	2314.42	2316.62	2310.42	2348.82	2333.82	2321.22	2301.82	2322.02	2342.62	2342.62
452.255	26369.4	1027.56	2401.74	2366.14	2370.74	2352.94	2328.74	2359.74	2317.74	2321.54	2301.54	2311.34	2290.34	2307.14	2281.54	2290.54	2316.54	2309.74	2309.74
452.524	25906.6	1033.16	2360.53	2333.8	2301	2310.2	2292.4	2298.6	2267.2	2282.4	2275.8	2268.4	2263.8	2261.8	2256.4	2282.6	2268.6	2241.2	2241.2
452.793	26166	1043.44	2401.91	2386.24	2305.64	2325.04	2344.24	2327.44	2283.84	2283.64	2330.24	2273.64	2258.04	2266.44	2299.24	2253.04	2298.44	2270.24	2270.24
453.062	25685.7	1030.27	2369.65	2351.52	2351.12	2329.92	2309.72	2263.52	2289.12	2292.92	2312.12	2293.32	2306.72	2299.32	2262.12	2237.52	2229.32	2267.72	2267.72
453.331	25412.9	1034.84	2361.83	2357.5	2333.3	2291.5	2281.5	2272.9	2296.5	2236.5	2272.5	2238.1	2278.5	2265.3	2264.3	2289.3	2288.3	2211.1	2211.1
453.6	24989.8	1034.62	2337.33	2338.6	2269.6	2266	2269.7	2279.8	2222.2	2258.4	2258.4	2242.2	2194.8	2218.8	2210	2290.4	2250.2	2228.4	2228.4
453.868	24542.7	1034.56	2319.99	2306.52	2258.52	2255.92	2272.72	2270.32	2227.32	2230.52	2222.12	2201.32	2180.12	2204.92	2211.52	2202.32	2213.32	2186.12	2186.12
454.137	24320.4	1038.37	2300.83	2239.96	2252.76	2256.36	2199.76	2201.16	2211.16	2199.36	2166.56	2194.16	2186.36	2200.76	2154.36	2192.96	2187.36	2196.16	2196.16
454.405	23810.9	1040.24	2275.55	2257.48	2227.48	2211.48	2199.08	2228.48	2171.08	2190.88	2175.88	2194.08	2206.88	2153.08	2186.88	2165.28	2192.28	2126.88	2126.88
454.674	23436.6	1033.4	2226.68	2188.28	2222.28	2182.68	2166.68	2154.68	2180.88	2158.88	2176.08	2141.68	2174.08	2142.88	2132.68	2128.28	2158.28	2130.68	2130.68
454.942	23098.7	1038.86	2221.85	2204.92	2164.32	2159.32	2158.12	2161.32	2142.92	2158.12	2156.32	2119.72	2118.92	2148.12	2119.52	2164.72	2125.02	2083.92	2083.92
455.211	22795.9	1033.39	2179.77	2193.84	2142.44	2142.64	2140.24	2147.64	2125.84	2120.44	2138.64	2120.24	2101.84	2130.44	2116.04	2110.04	2096.84	2080.24	2080.24
455.479	21681.6	1046.36	2113.31	2118.64	2099.84	2085.04	2060.24	2081.84	2072.64	2073.84	2043.24	1999.24	1988.84	2036.04	1984.84	2032.64	2005.84	1996.24	1996.24
455.747	21813.5	1036.76	2132.96	2081.76	2053.96	2068.76	2071.16	2110.16	2054.16	2063.16	2029.36	2026.96	2054.36	2073.96	2050.56	2034.56	2016.16	2052.36	2052.36
456.016	21753.6	1041.96	2134.45	2133.25	2071.25	2093.65	2121.25	2071.65	2087.85	2048.65	2051.85	2053.05	2062.05	2038.65	2005.05	2029.65	2004.65	2030.05	2030.05
456.284	20947.2	1033.32	2076.09	2061.16	2055.96	1999.96	2038.96	1992.56	1977.96	2023.16	2004.16	2001.56	2002.16	2000.76	1989.16	2001.16	1993.36	1973.76	1973.76
456.552	20825.3	1032.92	2074.07	2069.8	2033.2	2024.2	1986.8	2008.4	2027	2047	1981.8	2027	1987.8	1993.8	2008.6	1959.8	2024.2	2002.2	2002.2
456.82	20055.3	1032.6	2000.19	1968.12	1965.92	1948.72	1932.32	1942.52	1913.52	1919.32	1920.12	1923.92	1895.32	1926.32	1926.32	1957.52	1899.72	1920.52	1920.52
457.088	19285	1032.74	1938.95	1926.88	1930.28	1925.48	1881.88	1911.28	1895.88	1881.88	1892.68	1901.28	1848.48	1834.28	1879.08	1832.48	1873.08	1882.68	1882.68
457.356	19201.7	1037.28	1968.35	1930.08	1950.08	1915.68	1870.48	1895.28	1884.48	1910.28	1895.28	1917.88	1885.88	1866.48	1885.48	1868.68	1859.08	1850.08	1850.08
457.624	18906.7	1038.42	1953.99	1918.46	1882.86	1862.26	1867.06	1851.06	1866.66	1842.06	1876.06	1847.26	1828.66	1845.06	1864.86	1834.06	1850.06	1849.86	1849.86
457.892	18587.7	1035.96	1911.33	1862.06	1849.46	1866.06	1853.06	1814.06	1827.86	1846.66	1839.46	1770.86	1820.46	1814.66	1816.06	1863.26	1835.26	1831.46	1831.46
458.16	17760.1	1039.14	1831.84	1819.04	1815.24	1809.04	1846.44	1788.04	1762.84	1761.04	1768.24	1790.04	1757.04	1730.24	1761.64	1730.64	1757.84	1762.64	1762.64
458.428	17757.5	1034.14	1851.57	1822.7	1787.1	1815.5	1818.5	1754.9	1780.3	1793.1	1790.3	1805.5	1790.5	1757.1	1774.1	1781.1	1732.1	1763.3	1763.3
458.695	17149.1	1040.26	1777.52	1751.65	1756.65	1795.85	1724.05	1742.85	1739.85	1730.65	1738.05	1729.45	1750.25	1672.85	1711.85	1678.85	1679.85	1693.25	1693.25
458.963	17315.4	1032.32	1818.07	1784.54	1784.74	1736.34	1768.74	1771.34	1744.54	1762.94	1749.34	1743.54	1767.74	1737.74	1726.34	1745.94	1684.74	1694.94	1694.94
459.231	16807.7	1025.7	1789.85	1781.18	1696.78	1737.98	1701.38	1675.78	1702.58	1721.58	1699.18	1708.98	1692.18	1684.78	1701.98	1696.38	1676.18	1680.38	1680.38
459.498	16268.3	1035.08	1712.22	1701.82	1702.62	1686.22	1671.62	1662.02	1689.02	1658.22	1665.42	1644.62	1630.62	1633.42	1585.42	1606.62	1625.22	1605.62	1605.62
459.766	16266.5	1031.64	1731.63	1755.76	1702.56	1687.56	1691.56	1667.36	1658.56	1654.76	1651.56	1652.16	1664.36	1637.56	1675.36	1668.76	1604.16	1670.96	1670.96
460.033	16057	1037.84	1728.65	1700.52	1685.52	1668.12	1668.92	1641.72	1637.72	1647.92	1621.12	1643.12	1630.12	1642.72	1652.92	1624.32	1619.92	1631.12	1631.12
460.301	15771.6	1038.22	1698.1	1653.1	1659.7	1610.7	1642.5	1648.3	1649.1	1645.9	1618.7	1638.7	1639.3	1611.3	1595.1	1622.5	1617.3	1565.1	1565.1
460.568	15472.1	1044.44	1667.03	1664.36	1621.76	1624.36	1612.16	1599.56	1604.56	1574.36	1559.16	1545.76	1616.16	1601.16	1591.56	1558.16	1585.76	1559.56	1559.56
