#Wavelength [nm]	White Std.	Dark spec	0[s]	19.963[s]	40.004[s]	60.046[s]	80.107[s]	100.155[s]	120.207[s]	140.245[s]	160.34[s]	180.479[s]	200.542[s]	220.618[s]	240.657[s]	260.798[s]	280.886[s]	301.016[s]	301.029[s]
434.663	11730.8	1030.32	796.397	824.13	806.53	834.93	820.13	775.53	801.93	801.33	782.53	810.13	774.53	787.73	794.53	804.93	797.93	788.73	788.73
434.936	12043.1	1035.96	838.573	855.44	840.64	844.04	822.84	800.04	789.24	844.24	814.64	838.04	803.24	786.44	811.04	804.24	774.24	823.04	823.04
435.208	12122.4	1039.86	846.373	847.04	799.44	851.24	856.04	882.04	822.44	881.24	844.84	829.84	841.84	844.64	855.04	842.84	869.04	826.84	826.84
435.48	12474.5	1032.08	891.52	889.12	859.72	860.32	855.12	870.12	901.12	876.72	853.12	867.72	886.72	849.72	863.92	880.52	881.92	863.92	863.92
435.752	12544.1	1034.44	876.047	903.98	872.58	891.18	895.58	867.58	903.98	892.38	867.38	846.78	872.38	835.78	862.58	847.18	859.18	868.98	868.98
436.024	12632.3	1028.1	882.507	872.24	887.04	900.24	888.04	895.44	838.44	875.04	896.44	886.64	891.84	868.04	872.04	843.64	842.64	868.64	868.64
436.296	12978.7	1027.32	921.3	880.5	884.9	883.1	900.9	918.1	863.7	920.9	902.7	888.9	884.1	868.7	881.5	878.9	893.5	911.7	911.7
436.568	13299.7	1031.3	930.087	966.02	932.42	946.22	952.02	977.22	935.82	947.02	882.42	921.82	925.82	886.82	918.22	892.82	884.42	905.22	905.22
436.84	13344.7	1032.1	952.707	942.64	940.84	938.24	942.04	930.04	908.84	935.64	905.84	936.84	953.04	913.04	964.84	942.24	917.44	937.44	937.44
437.112	13711.1	1030.76	997.453	972.32	962.72	981.92	967.72	963.12	1006.32	978.72	979.92	943.32	987.72	951.72	945.92	946.32	978.12	954.72	954.72
437.384	14138	1038.06	1016.85	995.78	1003.98	988.98	1025.38	966.78	990.98	997.38	987.98	980.78	995.18	965.58	952.38	996.58	956.98	976.18	976.18
437.656	14124.4	1043.64	1019.99	1017.52	1009.92	995.32	1011.12	1015.12	1008.72	1007.72	993.12	991.12	1007.52	977.32	975.52	972.12	971.12	992.92	992.92
437.928	14231.4	1036.84	1028.25	1024.92	993.32	1002.92	1021.32	1001.12	1001.72	982.72	974.92	967.12	980.52	983.32	991.72	978.12	977.12	990.52	990.52
438.199	14726.1	1034.88	1069.07	1066.74	1009.14	1040.74	1056.74	1037.34	1047.14	1050.74	1032.14	984.54	1016.74	1041.94	1015.14	1030.34	1053.14	1037.74	1037.74
438.471	15112.5	1038.22	1078.69	1103.36	1072.36	1064.96	1074.96	1082.76	1072.16	1079.16	1056.76	1078.16	1045.16	1054.16	1055.76	1075.16	1036.96	1037.96	1037.96
438.743	15031.8	1031.96	1084.01	1076.08	1080.48	1066.88	1064.88	1064.48	1073.68	1056.28	1055.08	1064.28	1073.28	1049.28	1046.08	1071.08	1054.28	1057.88	1057.88
439.014	15520.4	1031.78	1100.21	1148.94	1099.94	1120.94	1120.14	1112.14	1086.34	1122.74	1067.14	1096.74	1065.34	1084.94	1072.34	1052.94	1048.34	1093.94	1093.94
439.286	15873.8	1050.8	1165.01	1149.54	1132.94	1124.34	1149.54	1088.94	1167.14	1104.54	1112.34	1104.14	1127.14	1100.34	1090.74	1088.14	1102.34	1089.34	1089.34
439.557	15808.6	1037.46	1149.63	1115.7	1096.9	1177.7	1129.3	1133.7	1136.9	1135.5	1112.3	1152.7	1108.7	1113.7	1122.3	1140.3	1109.9	1106.7	1106.7
439.828	16376.8	1034.82	1206.65	1179.98	1187.98	1184.78	1169.58	1177.38	1152.58	1182.38	1183.38	1176.38	1154.98	1178.98	1136.38	1143.18	1143.98	1145.38	1145.38
440.1	16777.5	1029.82	1234.42	1241.62	1222.02	1206.02	1220.62	1244.42	1191.02	1214.82	1163.62	1204.82	1204.82	1209.22	1208.02	1222.42	1179.02	1181.62	1181.62
440.371	16694.5	1044.76	1222.71	1209.04	1232.44	1238.64	1202.24	1184.64	1206.64	1191.04	1187.64	1188.24	1196.04	1181.84	1193.24	1214.24	1164.44	1178.84	1178.84
440.642	17201.6	1036.64	1279.42	1235.02	1197.82	1283.62	1250.62	1251.82	1214.02	1233.22	1234.82	1238.02	1238.82	1203.42	1231.82	1225.82	1224.62	1263.02	1263.02
440.913	17586.5	1033.94	1292.25	1284.52	1277.32	1266.52	1237.72	1244.72	1272.52	1290.72	1210.72	1252.52	1250.72	1226.12	1215.92	1229.52	1206.12	1231.12	1231.12
441.184	17794	1031.04	1312.26	1234.66	1307.46	1263.86	1292.06	1306.46	1282.66	1269.86	1307.46	1257.46	1266.86	1275.46	1274.26	1265.86	1249.66	1272.46	1272.46
441.456	18180.6	1032.82	1337.06	1284.33	1289.33	1343.53	1285.73	1298.93	1313.13	1303.53	1326.73	1309.53	1292.73	1274.33	1281.33	1294.33	1269.93	1269.53	1269.53
441.727	18413.2	1036.06	1351.5	1335.5	1310.9	1353.1	1331.5	1292.9	1335.3	1336.7	1363.5	1333.1	1298.5	1284.7	1287.7	1318.1	1308.9	1303.5	1303.5
441.998	18848.1	1037.91	1390.47	1412.54	1359.74	1395.34	1365.54	1398.94	1366.14	1369.34	1339.34	1342.54	1322.54	1322.74	1363.94	1373.74	1315.94	1332.14	1332.14
442.268	19392.6	1032.46	1441.79	1436.46	1399.86	1443.86	1381.46	1371.26	1375.06	1432.86	1366.06	1377.06	1374.26	1381.46	1400.06	1399.26	1394.26	1386.86	1386.86
442.539	19370.6	1033.6	1428.16	1419.56	1404.16	1397.76	1411.96	1367.96	1397.76	1387.96	1400.36	1426.16	1392.76	1414.56	1388.56	1385.56	1383.56	1369.36	1369.36
442.81	20290	1037.28	1516.27	1456.6	1474.2	1483.2	1478.8	1434.8	1471.2	1498.8	1441.2	1462	1435.4	1456.8	1426.4	1443	1464.6	1414.6	1414.6
443.081	20151.4	1033.96	1517.68	1463.88	1472.08	1471.28	1461.48	1482.68	1446.48	1438.28	1461.68	1488.68	1462.88	1430.88	1427.08	1462.28	1445.28	1442.48	1442.48
443.352	20682	1040.16	1558.07	1517.34	1503.54	1535.14	1527.14	1539.54	1503.34	1471.74	1501.74	1516.14	1499.14	1500.94	1484.94	1500.94	1475.94	1516.14	1516.14
443.622	20915.1	1035.14	1573.97	1522.64	1531.44	1539.04	1534.44	1565.24	1562.84	1535.04	1554.04	1508.04	1509.04	1537.24	1518.84	1540.04	1507.24	1508.44	1508.44
443.893	21308.2	1021.86	1578.89	1595.22	1568.62	1539.02	1507.62	1524.82	1530.82	1555.22	1565.82	1526.82	1546.62	1534.02	1540.62	1527.42	1509.62	1533.22	1533.22
444.163	21839.2	1037.56	1647.29	1618.96	1626.56	1592.36	1626.56	1592.36	1615.36	1636.76	1619.96	1593.76	1583.96	1577.16	1575.96	1579.56	1576.56	1585.76	1585.76
444.434	22149.1	1022.24	1665.85	1679.98	1675.78	1667.58	1619.58	1653.38	1631.78	1631.38	1630.38	1634.58	1581.18	1593.78	1628.38	1594.58	1630.78	1621.58	1621.58
444.704	22429.9	1030.86	1691.38	1671.18	1683.58	1614.78	1670.58	1629.98	1644.38	1642.18	1671.78	1662.18	1624.98	1604.78	1631.98	1667.38	1630.18	1631.78	1631.78
444.975	22919.3	1024.46	1723.39	1739.12	1715.92	1698.72	1707.72	1702.32	1688.32	1669.32	1666.52	1651.32	1695.12	1654.12	1691.52	1661.92	1670.92	1638.52	1638.52
445.245	22974.9	1035.3	1743.45	1714.18	1698.38	1728.38	1697.78	1707.58	1708.18	1692.78	1670.38	1637.78	1688.78	1703.78	1668.38	1640.38	1667.18	1655.38	1655.38
445.515	24052.1	1032.56	1826.44	1812.44	1817.44	1809.84	1818.84	1789.64	1763.44	1781.84	1728.84	1755.84	1733.24	1739.64	1765.44	1789.44	1743.24	1738.24	1738.24
445.786	23975.5	1043.64	1814.47	1810.74	1798.74	1797.54	1786.54	1758.34	1794.74	1768.54	1769.94	1757.54	1765.14	1750.74	1772.74	1789.34	1751.54	1751.34	1751.34
446.056	24639.7	1035.44	1871.41	1869.68	1863.68	1856.08	1798.88	1808.28	1813.68	1828.48	1816.68	1799.88	1787.88	1801.28	1839.88	1820.68	1797.48	1790.08	1790.08
446.326	24847.5	1032.28	1889.43	1860.9	1889.3	1829.5	1855.5	1881.3	1848.3	1847.3	1807.9	1809.1	1834.1	1806.9	1833.5	1809.9	1790.3	1764.1	1764.1
446.596	25224.9	1032.34	1917.68	1889.28	1931.48	1858.08	1889.48	1871.08	1868.28	1844.48	1846.48	1902.68	1878.08	1856.68	1905.88	1869.28	1876.88	1854.48	1854.48
446.866	25501.2	1039.98	1976.53	1956.06	1913.26	1922.86	1920.46	1917.26	1913.06	1857.86	1913.66	1871.86	1927.46	1870.06	1890.66	1916.06	1879.86	1881.86	1881.86
447.136	25743.3	1039.66	1993.76	1962.36	1923.16	1961.06	1961.76	1934.56	1905.36	1926.16	1918.16	1914.36	1902.76	1943.96	1913.36	1892.76	1888.36	1886.36	1886.36
447.406	25906	1030.94	2007.29	2013.09	1953.69	1975.29	1950.29	1959.69	1939.89	1956.49	1894.69	1945.89	1934.69	1954.49	1908.89	1916.89	1953.49	1925.89	1925.89
447.676	26311.4	1029.2	2015.05	2028.58	1980.58	1988.38	1966.78	1983.18	1979.38	1972.98	1966.18	1985.98	1975.58	1992.58	1986.18	1964.18	1952.98	1956.38	1956.38
447.946	26827.6	1036.24	2072.51	2031.84	2040.44	2040.04	2029.44	2055.44	2015.34	2029.64	2020.04	2013.64	2017.44	1995.64	2002.44	1985.64	1983.24	2023.64	2023.64
448.215	26646.9	1030.5	2083.08	2057.88	2080.08	2036.88	2041.28	2055.28	2009.68	2038.68	2025.88	2034.88	2010.88	2008.88	1989.68	2008.48	1983.08	1985.68	1985.68
448.485	26791.3	1036.78	2094.83	2063.96	2037.16	2064.16	2007.16	2030.76	2045.76	2035.96	2033.96	2014.56	2010.36	2027.36	1997.76	2003.96	2080.96	2001.16	2001.16
448.755	27135.4	1032.6	2133.33	2114.8	2132.2	2089.6	2107.8	2086	2110	2071.4	2059.6	2070	2053.8	2021.4	2028	2049.6	2046.8	2062.8	2062.8
449.024	27508	1048.54	2172.37	2142.7	2112.1	2094.9	2103.5	2118.3	2100.9	2119.7	2104.3	2085.1	2088.3	2087.7	2089.3	2080.1	2069.1	2087.9	2087.9
449.294	27269.9	1034.7	2170.95	2128.42	2094.82	2118.42	2069.62	2117.82	2069.02	2097.42	2078.62	2082.22	2052.22	2048.02	2079.82	2084.42	2041.62	2053.42	2053.42
449.563	27330.9	1036.56	2173.33	2138.8	2106.2	2132.4	2128.8	2061.2	2083.8	2109.2	2051.4	2083.2	2113.4	2079.4	2079	2079.2	2099.2	2112.6	2112.6
449.833	27548.3	1035.6	2228.72	2210.12	2169.52	2158.32	2164.12	2151.52	2157.52	2131.92	2107.32	2109.12	2144.12	2102.72	2114.12	2181.12	2136.72	2135.32	2135.32
450.102	27971.1	1032.46	2249.27	2197.8	2237.6	2183	2192.6	2206.2	2183.2	2173.8	2177.2	2172.6	2104.6	2174.2	2136	2147.6	2146.8	2164.4	2164.4
450.372	27963.5	1036.58	2275.36	2210.36	2252.96	2236.16	2201.16	2234.76	2206.56	2215.16	2194.16	2174.76	2193.56	2172.76	2170.16	2223.56	2203.76	2185.36	2185.36
450.641	27496.9	1032.78	2252.23	2249.7	2185.1	2172.5	2156.3	2210.1	2177.1	2154.9	2143.7	2154.5	2174.1	2179.3	2151.1	2169.7	2155.1	2131.9	2131.9
450.91	27003.1	1037.7	2227.06	2153.46	2153.26	2159.86	2156.46	2128.26	2157.26	2135.46	2165.66	2117.86	2148.66	2127.26	2109.06	2125.26	2108.26	2125.86	2125.86
451.179	26860.6	1035.9	2234.93	2144.2	2186.4	2162.4	2158	2169.6	2179.4	2145.4	2147.8	2139.2	2159.2	2107.2	2139.4	2123	2128.2	2126.6	2126.6
451.448	27428.9	1037.86	2284.38	2235.38	2236.58	2221.38	2236.98	2190.78	2199.78	2205.98	2195.18	2207.58	2199.98	2178.38	2236.58	2212.98	2219.98	2214.58	2214.58
451.717	26384.5	1034.32	2240.18	2167.58	2197.38	2140.78	2187.78	2154.38	2109.38	2123.98	2159.18	2132.18	2143.18	2130.78	2131.98	2107.58	2139.98	2132.78	2132.78
451.986	26978.5	1045.26	2291.22	2265.02	2264.22	2223.62	2254.62	2217.42	2229.22	2225.42	2201.42	2202.02	2169.22	2222.02	2212.82	2187.62	2203.22	2166.22	2166.22
452.255	26369.4	1030.73	2266.05	2193.72	2183.72	2194.52	2159.72	2184.12	2137.72	2170.72	2197.92	2155.52	2185.12	2132.32	2136.52	2123.12	2183.92	2123.12	2123.12
452.524	25906.6	1033.84	2229.05	2147.58	2222.78	2130.98	2140.98	2146.58	2147.38	2151.58	2137.78	2120.18	2131.38	2129.18	2115.18	2088.58	2114.58	2143.98	2143.98
452.793	26166	1028.82	2282.75	2219.88	2185.48	2237.28	2205.08	2173.88	2167.08	2180.68	2159.88	2173.68	2180.48	2163.88	2120.08	2178.68	2180.48	2193.08	2193.08
453.062	25685.7	1042.78	2215.79	2165.12	2217.32	2173.32	2183.12	2157.32	2137.92	2175.12	2148.72	2165.72	2147.32	2120.12	2125.12	2152.52	2130.92	2107.72	2107.72
453.331	25412.9	1036.8	2207.02	2220.62	2147.02	2161.22	2145.22	2132.02	2152.22	2156.62	2121.02	2130.82	2093.02	2168.62	2121.02	2153.62	2151.22	2104.82	2104.82
453.6	24989.8	1029.32	2176.59	2174.92	2156.72	2112.92	2143.92	2108.72	2089.92	2157.92	2154.72	2111.92	2094.92	2093.72	2110.92	2119.52	2118.52	2113.12	2113.12
453.868	24542.7	1032.32	2168.33	2157.66	2132.46	2083.86	2135.06	2114.26	2136.66	2107.06	2096.26	2080.66	2122.46	2099.06	2061.26	2072.46	2115.26	2080.06	2080.06
454.137	24320.4	1031.1	2147.53	2122.66	2078.86	2102.06	2070.46	2129.06	2105.46	2077.06	2091.26	2069.86	2060.26	2062.46	2054.46	2079.06	2038.46	2059.06	2059.06
454.405	23810.9	1036.74	2118.35	2101.48	2111.88	2066.08	2070.68	2043.88	2051.88	2025.08	2047.08	2047.08	2057.88	2070.48	2030.28	2009.88	2060.48	2037.88	2037.88
454.674	23436.6	1035.18	2104.18	2069.18	2069.38	2051.18	2064.18	2047.58	2014.78	2031.18	2029.58	2047.18	2014.18	2014.78	2005.58	2023.38	2036.38	2016.58	2016.58
454.942	23098.7	1031.8	2097.39	2072.12	2072.12	2059.52	2079.12	2004.12	2028.32	1989.32	2007.92	2019.92	1975.32	1996.52	1983.52	1984.92	1988.72	2010.52	2010.52
455.211	22795.9	1037.66	2059.69	2038.82	2042.42	2034.42	1979.62	1994.62	1993.22	1991.62	1985.82	2008.82	2006.02	1978.42	1981.22	1962.82	2005.82	1970.82	1970.82
455.479	21681.6	1026.56	1994.55	1965.28	1936.48	1906.88	1937.48	1924.08	1904.88	1918.58	1881.68	1878.88	1882.28	1922.88	1868.68	1869.28	1924.88	1905.88	1905.88
455.747	21813.5	1032.84	1988.96	1994.16	1952.36	1934.96	1942.16	1964.76	1947.96	1903.56	1922.56	1951.16	1907.16	1951.96	1951.56	1934.16	1926.16	1928.96	1928.96
456.016	21753.6	1030.4	1993.03	1997.3	1961.7	1974.3	1936.9	1973.1	1912.3	1960.7	1951.3	1918.5	1966.9	1898.3	1938.9	1922.5	1917.1	1913.7	1913.7
456.284	20947.2	1037.58	1923.11	1937.98	1923.18	1888.98	1874.98	1898.28	1891.58	1902.58	1864.98	1832.38	1877.38	1832.98	1847.98	1855.78	1852.98	1862.38	1862.38
456.552	20825.3	1029.2	1952.31	1911.38	1922.98	1906.58	1918.98	1897.18	1898.98	1892.38	1909.38	1851.78	1882.58	1870.18	1886.18	1885.78	1872.78	1902.38	1902.38
456.82	20055.3	1030	1886.95	1858.48	1795.88	1800.68	1847.48	1825.48	1819.28	1779.48	1828.08	1827.88	1810.08	1817.28	1788.08	1806.88	1838.68	1780.28	1780.28
457.088	19285	1028.14	1816.99	1806.72	1784.32	1755.32	1767.72	1764.32	1784.12	1783.12	1768.52	1769.12	1698.32	1771.32	1734.92	1747.32	1759.72	1753.72	1753.72
457.356	19201.7	1040.68	1808.84	1815.64	1807.44	1784.44	1783.84	1753.04	1746.44	1761.84	1765.24	1729.84	1769.64	1783.64	1755.44	1773.04	1739.64	1762.04	1762.04
457.624	18906.7	1035.95	1797.12	1767.12	1796.52	1821.72	1774.92	1731.92	1747.52	1749.12	1731.52	1751.12	1752.92	1728.52	1726.12	1720.72	1749.72	1700.52	1700.52
457.892	18587.7	1037.76	1764.51	1742.04	1769.84	1750.04	1744.04	1689.84	1738.44	1727.84	1721.64	1722.24	1697.44	1697.24	1697.84	1674.84	1676.04	1712.04	1712.04
458.16	17760.1	1039.34	1702.74	1683.34	1646.74	1668.54	1681.24	1670.54	1683.74	1656.74	1644.94	1645.54	1662.54	1662.94	1644.14	1620.14	1644.34	1672.14	1672.14
458.428	17757.5	1033.54	1703.17	1695.7	1689.9	1661.7	1680.5	1663.7	1662.5	1657.9	1619.9	1664.5	1641.5	1672.1	1674.3	1627.5	1606.1	1651.5	1651.5
458.695	17149.1	1033.9	1670.49	1619.96	1640.96	1579.96	1612.16	1616.56	1593.76	1639.56	1603.76	1587.56	1608.16	1597.16	1622.16	1589.96	1610.96	1573.76	1573.76
458.963	17315.4	1030.78	1684.21	1658.74	1647.94	1668.34	1657.14	1584.54	1654.54	1646.94	1606.34	1601.54	1623.94	1589.54	1594.74	1622.74	1617.54	1635.34	1635.34
459.231	16807.7	1031.64	1646.12	1646.92	1600.92	1617.72	1592.92	1596.32	1572.92	1567.52	1579.12	1570.42	1575.92	1583.72	1569.72	1555.12	1582.72	1563.32	1563.32
459.498	16268.3	1037.66	1622.23	1586.16	1587.96	1545.56	1563.76	1542.96	1525.16	1510.96	1544.96	1541.76	1553.76	1551.96	1536.56	1531.56	1511.36	1532.96	1532.96
459.766	16266.5	1032.76	1594.09	1551.42	1585.22	1538.22	1585.62	1558.22	1549.02	1517.82	1561.42	1515.82	1532.82	1498.02	1527.22	1505.02	1516.62	1522.02	1522.02
460.033	16057	1042.52	1576.35	1565.88	1555.48	1552.48	1562.08	1549.08	1520.68	1544.68	1517.88	1486.68	1513.68	1511.08	1504.48	1501.28	1534.08	1530.48	1530.48
460.301	15771.6	1033.1	1576.11	1526.98	1542.18	1524.18	1525.78	1510.18	1519.98	1466.38	1493.18	1491.78	1482.78	1515.98	1480.18	1492.18	1477.38	1500.38	1500.38
460.568	15472.1	1043.42	1544.27	1516.4	1529.6	1509.4	1496	1485.2	1521.2	1487.4	1475	1486.8	1473.2	1473	1491.8	1461.6	1432.4	1460.4	1460.4
