# Object: 
# Sample: 
# Curr: 900 (Watts: 0.00212998, Luxes: 8.2241)
#Time	L	a	b	dE76	dE94	dE2000	dL	da	db
44.008	66.0813	15.5881	48.2667	4.17508	2.89684	2.8279	-2.29508	2.41181	-2.51934
46.013	66.0535	15.5986	48.2915	4.18159	2.91853	2.84256	-2.32289	2.42226	-2.49451
48.006	66.0309	15.6246	48.2341	4.24357	2.95252	2.87855	-2.34553	2.44827	-2.55193
50.026	65.9961	15.6515	48.1934	4.30275	2.99402	2.918	-2.38026	2.47516	-2.59261
52.033	65.969	15.6933	48.1618	4.36085	3.03265	2.95869	-2.40734	2.51694	-2.62426
54.042	65.9499	15.6954	48.2302	4.33191	3.0388	2.95606	-2.42648	2.51906	-2.55577
56.034	65.917	15.7392	48.0902	4.45914	3.09803	3.0227	-2.45934	2.56287	-2.6958
58.046	65.9004	15.7532	48.0634	4.49261	3.11934	3.04368	-2.47602	2.57685	-2.72264
60.046	65.8777	15.7694	48.1151	4.48347	3.13486	3.05295	-2.49868	2.59308	-2.67096
62.061	65.8529	15.7958	48.0924	4.52604	3.16577	3.0833	-2.5235	2.61943	-2.69361
64.052	65.8388	15.8186	48.0726	4.55887	3.18665	3.10567	-2.53758	2.64225	-2.7134
66.058	65.8117	15.8399	48.072	4.58676	3.21474	3.13041	-2.56467	2.66359	-2.71405
68.076	65.8002	15.8485	48.0404	4.61691	3.23099	3.14703	-2.57621	2.67218	-2.74563
70.074	65.7714	15.8639	47.992	4.6707	3.26543	3.17953	-2.605	2.68754	-2.79402
72.087	65.7601	15.8816	48.0146	4.67378	3.27655	3.18941	-2.61631	2.70525	-2.77142
74.088	65.7394	15.8997	47.9306	4.74597	3.31043	3.22617	-2.63694	2.72343	-2.85546
76.08	65.7221	15.9204	47.952	4.75467	3.32737	3.24088	-2.65429	2.74407	-2.83403
78.097	65.7121	15.9331	47.973	4.7551	3.33613	3.24796	-2.66424	2.75674	-2.81303
80.107	65.7018	15.9437	47.9106	4.80421	3.35649	3.27128	-2.67462	2.76743	-2.87544
82.114	65.6838	15.96	47.8982	4.83099	3.37747	3.29114	-2.69262	2.78365	-2.88783
84.105	65.6748	15.9698	47.9927	4.78586	3.3742	3.28146	-2.70158	2.79346	-2.7933
86.113	65.6674	15.9929	47.8819	4.86884	3.40274	3.31888	-2.70903	2.81654	-2.90411
88.125	65.6436	16.0028	47.8855	4.88571	3.42418	3.3356	-2.73283	2.82648	-2.90049
90.113	65.6352	16.0158	47.9103	4.88328	3.43121	3.34122	-2.74114	2.83951	-2.87571
92.123	65.6193	16.0292	47.8534	4.93361	3.456	3.36768	-2.75704	2.85293	-2.93258
94.129	65.6135	16.0203	47.9144	4.89576	3.44939	3.35424	-2.7629	2.84403	-2.87166
96.121	65.5988	16.0476	47.8835	4.93801	3.47366	3.38132	-2.77763	2.87125	-2.90252
98.144	65.5911	16.0573	47.8857	4.9467	3.48238	3.38961	-2.78526	2.881	-2.90034
100.155	65.5848	16.0719	47.906	4.94698	3.489	3.39588	-2.79162	2.89562	-2.88007
102.148	65.5757	16.0775	47.9067	4.95488	3.49778	3.40323	-2.80064	2.90119	-2.87931
104.157	65.5584	16.0914	47.8645	4.99742	3.52176	3.4277	-2.81801	2.91509	-2.92152
106.178	65.5559	16.0954	47.9113	4.97392	3.51837	3.42149	-2.82047	2.91908	-2.87469
108.187	65.5437	16.1205	47.8339	5.04062	3.54656	3.45564	-2.83271	2.94421	-2.95216
110.209	65.5394	16.1168	47.86	5.02556	3.54515	3.45086	-2.83696	2.94045	-2.92603
112.19	65.5283	16.1319	47.8477	5.04787	3.56033	3.46653	-2.84811	2.95558	-2.93833
114.198	65.5179	16.1534	47.8392	5.07123	3.57625	3.48403	-2.85847	2.97705	-2.94681
116.212	65.5123	16.1432	47.8434	5.066	3.57711	3.48139	-2.86409	2.9669	-2.9426
118.215	65.497	16.1629	47.8564	5.07868	3.59343	3.49636	-2.87937	2.98659	-2.92959
120.222	65.501	16.1601	47.8498	5.07864	3.59033	3.49423	-2.87538	2.98383	-2.93625
122.214	65.4827	16.1868	47.7803	5.14501	3.62274	3.53083	-2.89368	3.01053	-3.00575
124.221	65.471	16.1903	47.8139	5.13415	3.62844	3.53202	-2.9054	3.01403	-2.97216
126.229	65.4571	16.2084	47.8351	5.14042	3.64201	3.54382	-2.91927	3.03213	-2.95093
128.22	65.4603	16.2037	47.8304	5.13855	3.63872	3.54082	-2.91611	3.0274	-2.95565
130.227	65.456	16.23	47.8364	5.15302	3.64916	3.55438	-2.92035	3.05366	-2.94964
132.235	65.4473	16.2331	47.8434	5.15578	3.65607	3.55913	-2.92904	3.05674	-2.94264
134.243	65.4343	16.2634	47.7731	5.22146	3.68542	3.59476	-2.94204	3.08708	-3.01297
136.247	65.4329	16.2431	47.8129	5.1874	3.67493	3.57786	-2.94353	3.06677	-2.97316
138.255	65.4287	16.2432	47.777	5.21043	3.68326	3.58736	-2.94765	3.06684	-3.00907
140.245	65.4238	16.2718	47.7417	5.25047	3.70077	3.61078	-2.95258	3.09546	-3.0443
142.258	65.4148	16.2744	47.771	5.24014	3.70459	3.6109	-2.96155	3.09804	-3.01504
144.264	65.4088	16.2879	47.7521	5.26244	3.71617	3.62443	-2.96762	3.11156	-3.03391
146.274	65.4037	16.2825	47.7774	5.24762	3.71509	3.61952	-2.97271	3.10621	-3.00865
148.286	65.3953	16.279	47.8421	5.21341	3.71173	3.60936	-2.98104	3.10268	-2.94387
150.288	65.3875	16.3069	47.7534	5.28491	3.73868	3.64466	-2.98887	3.13056	-3.03258
152.313	65.385	16.3093	47.7719	5.27719	3.73883	3.64344	-2.99137	3.13301	-3.01409
154.331	65.376	16.3149	47.7403	5.30368	3.75213	3.65732	-3.00038	3.13855	-3.04569
156.33	65.3758	16.3231	47.7908	5.2799	3.74776	3.6512	-3.00061	3.14678	-2.99524
158.332	65.3662	16.3187	47.7689	5.29519	3.75713	3.65868	-3.01014	3.14243	-3.01716
160.34	65.3594	16.3227	47.8039	5.28152	3.75893	3.65721	-3.01698	3.14634	-2.9821
162.348	65.3544	16.3289	47.8468	5.26406	3.75895	3.65437	-3.02201	3.15259	-2.9392
164.371	65.3461	16.3464	47.8479	5.2787	3.77072	3.66696	-3.03032	3.17008	-2.9381
166.393	65.3443	16.3678	47.7017	5.37516	3.79884	3.70747	-3.03208	3.19152	-3.08432
168.384	65.3351	16.3809	47.733	5.37025	3.80576	3.71232	-3.0413	3.20454	-3.05302
170.392	65.3383	16.3714	47.8011	5.32432	3.7909	3.69241	-3.03807	3.19513	-2.98491
172.417	65.3217	16.3688	47.8034	5.33099	3.80315	3.69973	-3.05473	3.19247	-2.98266
174.425	65.3142	16.3795	47.8509	5.31529	3.80584	3.69942	-3.06214	3.20319	-2.93517
176.448	65.3187	16.3703	47.8174	5.32578	3.80406	3.69927	-3.05769	3.19398	-2.96867
178.46	65.303	16.3891	47.8429	5.33189	3.81881	3.71163	-3.07336	3.21275	-2.94307
180.479	65.3062	16.3997	47.814	5.35245	3.82337	3.72067	-3.07018	3.22337	-2.97198
182.49	65.2939	16.3994	47.8278	5.35173	3.83133	3.72451	-3.08253	3.22304	-2.95821
184.495	65.2952	16.4241	47.8421	5.3581	3.83578	3.73275	-3.08122	3.24783	-2.94396
186.502	65.2881	16.4129	47.7792	5.39017	3.84665	3.74373	-3.08828	3.23659	-3.00683
188.511	65.284	16.4349	47.8158	5.38554	3.85158	3.74918	-3.09239	3.25863	-2.97027
190.498	65.2672	16.4577	47.7712	5.4336	3.87803	3.77801	-3.10921	3.28137	-3.01486
192.515	65.2725	16.4411	47.8142	5.3967	3.86286	3.75865	-3.10386	3.2648	-2.97179
194.512	65.2671	16.456	47.7953	5.41924	3.87425	3.77242	-3.10924	3.27971	-2.9907
196.542	65.2671	16.4454	47.7892	5.41627	3.87194	3.76863	-3.10929	3.26911	-2.99686
198.536	65.2626	16.4529	47.8496	5.39016	3.86957	3.76264	-3.11378	3.27656	-2.93639
200.542	65.2602	16.4729	47.7725	5.44608	3.88807	3.7888	-3.11623	3.29659	-3.01352
202.531	65.2521	16.4799	47.7906	5.44491	3.89414	3.79288	-3.12427	3.30358	-2.9954
204.538	65.2526	16.4575	47.8339	5.40733	3.88116	3.7734	-3.12383	3.28115	-2.95212
206.55	65.2427	16.4832	47.7158	5.49378	3.91294	3.81449	-3.13366	3.30692	-3.07021
208.555	65.2406	16.4839	47.8119	5.44233	3.90173	3.79686	-3.1358	3.30762	-2.97412
210.558	65.2393	16.4916	47.7269	5.49461	3.91671	3.81814	-3.13712	3.31529	-3.05909
212.576	65.2361	16.5033	47.7017	5.51754	3.92626	3.83049	-3.14029	3.32698	-3.08433
214.579	65.2327	16.5115	47.6888	5.53157	3.9332	3.83878	-3.14364	3.33513	-3.0972
216.602	65.2372	16.4967	47.7383	5.49252	3.91833	3.8194	-3.13918	3.32037	-3.04769
218.599	65.2294	16.5202	47.8522	5.44909	3.9162	3.81227	-3.14697	3.34392	-2.93383
220.618	65.2231	16.5379	47.8163	5.48294	3.93146	3.8312	-3.15331	3.36154	-2.96974
222.611	65.2171	16.5376	47.7256	5.53588	3.94858	3.85238	-3.15931	3.36128	-3.06046
224.616	65.2134	16.5451	47.7248	5.54292	3.95387	3.85808	-3.16295	3.3688	-3.06118
226.61	65.2051	16.5412	47.7721	5.51941	3.95295	3.85136	-3.17133	3.36492	-3.01395
228.621	65.2056	16.5463	47.7525	5.53289	3.95671	3.85737	-3.1708	3.36997	-3.03351
230.639	65.2023	16.5439	47.7282	5.54663	3.96191	3.86282	-3.17405	3.36757	-3.05777
232.638	65.1983	16.5567	47.8005	5.51734	3.95919	3.8568	-3.17807	3.38043	-2.98556
234.643	65.2001	16.5593	47.7175	5.56325	3.96989	3.87359	-3.17633	3.38303	-3.06851
236.657	65.1952	16.5616	47.7443	5.55269	3.97079	3.87195	-3.18119	3.38528	-3.04176
238.667	65.1968	16.5566	47.7339	5.55442	3.96945	3.87078	-3.17963	3.38029	-3.05207
240.657	65.1862	16.5754	47.7921	5.54027	3.97567	3.87392	-3.19016	3.39908	-2.99395
242.668	65.1841	16.5847	47.771	5.5586	3.98302	3.88368	-3.19224	3.40842	-3.01501
244.678	65.1724	16.604	47.7335	5.59753	4.00338	3.9067	-3.20399	3.42766	-3.05252
246.698	65.1779	16.5786	47.7303	5.58062	3.9917	3.89223	-3.19846	3.40232	-3.05571
248.698	65.1758	16.5837	47.7836	5.55588	3.98765	3.88518	-3.20056	3.40734	-3.00238
250.724	65.1616	16.6054	47.7399	5.60111	4.01159	3.91198	-3.21478	3.42913	-3.0461
252.739	65.1632	16.6145	47.8145	5.5656	4.00297	3.90069	-3.21319	3.43817	-2.97157
254.745	65.153	16.6005	47.743	5.60134	4.01656	3.91367	-3.22336	3.42421	-3.04299
256.783	65.1604	16.5993	47.7911	5.57041	4.00378	3.89959	-3.21599	3.42302	-2.99496
258.797	65.1538	16.6214	47.8047	5.58053	4.01392	3.91104	-3.22257	3.44513	-2.98135
260.798	65.1555	16.6305	47.7395	5.62025	4.02417	3.92738	-3.2209	3.45422	-3.04654
262.811	65.1504	16.6451	47.7419	5.63084	4.03235	3.93664	-3.226	3.46881	-3.04413
264.814	65.1445	16.6377	47.7453	5.62782	4.03437	3.93562	-3.23193	3.46139	-3.04068
266.816	65.1371	16.6464	47.7769	5.62042	4.03862	3.93752	-3.23926	3.47012	-3.0091
268.84	65.1328	16.6651	47.7385	5.6551	4.05299	3.95643	-3.2436	3.48879	-3.04754
270.832	65.1323	16.6614	47.7721	5.635	4.04766	3.94822	-3.24406	3.48504	-3.01394
272.848	65.1369	16.6663	47.7901	5.62584	4.04309	3.94456	-3.23951	3.48998	-2.99595
274.851	65.1299	16.6645	47.789	5.6293	4.04825	3.94769	-3.24645	3.48819	-2.99702
276.868	65.1222	16.6572	47.7628	5.64324	4.05577	3.95356	-3.25418	3.48087	-3.02323
278.878	65.1255	16.6688	47.7159	5.67374	4.06302	3.96663	-3.25091	3.49249	-3.07009
280.886	65.1224	16.6777	47.7419	5.667	4.06466	3.96741	-3.25398	3.50142	-3.04411
282.919	65.1157	16.6776	47.7363	5.67376	4.07074	3.97208	-3.26068	3.50126	-3.0497
284.924	65.108	16.6765	47.7703	5.65939	4.07205	3.96907	-3.26843	3.5002	-3.01575
286.932	65.1136	16.6807	47.7737	5.65697	4.06838	3.96737	-3.26282	3.50442	-3.01237
288.936	65.1062	16.7022	47.7386	5.69326	4.08556	3.9886	-3.27019	3.52593	-3.04743
290.944	65.1004	16.6846	47.7255	5.6927	4.08662	3.98589	-3.276	3.50829	-3.06047
292.946	65.0988	16.7068	47.8035	5.66587	4.08412	3.98198	-3.27757	3.5305	-2.98249
294.961	65.098	16.6953	47.7772	5.67315	4.08486	3.98214	-3.27844	3.51901	-3.00884
296.995	65.1	16.7224	47.7302	5.71379	4.09779	4.00328	-3.27637	3.54611	-3.05581
299.001	65.0976	16.7211	47.7432	5.70736	4.09751	4.00133	-3.27874	3.54474	-3.04281
301.016	65.0901	16.7137	47.7323	5.71302	4.10282	4.00409	-3.2863	3.53742	-3.05377
