# Object: 
# Sample: 
# Curr: 900 (Watts: 0.00212998, Luxes: 8.2241)
#Time	L	a	b	dE76	dE94	dE2000	dL	da	db
155.661	72.6179	15.8113	56.7614	5.81457	3.9568	3.88944	-3.03008	4.3801	-2.33295
157.669	72.6154	15.8179	56.7967	5.80684	3.95734	3.88852	-3.03256	4.38675	-2.29769
159.679	72.6076	15.8191	56.7556	5.82823	3.96782	3.89888	-3.04037	4.38798	-2.33883
161.669	72.6048	15.8374	56.7452	5.84762	3.97695	3.91119	-3.04324	4.4062	-2.34918
163.675	72.5981	15.8348	56.7239	5.85776	3.98338	3.91605	-3.04993	4.40363	-2.37051
165.683	72.5905	15.8557	56.8066	5.84453	3.98768	3.91737	-3.05751	4.42452	-2.28773
167.691	72.5875	15.846	56.7674	5.85428	3.99075	3.9197	-3.06049	4.41489	-2.32697
169.698	72.5866	15.8814	56.8061	5.86631	3.99907	3.93252	-3.06143	4.45029	-2.28828
171.706	72.5834	15.8895	56.7388	5.90063	4.01084	3.94848	-3.06465	4.4583	-2.35561
173.713	72.5719	15.8994	56.7749	5.89983	4.01923	3.95301	-3.0761	4.46828	-2.3195
175.736	72.5732	15.9037	56.6854	5.93815	4.02861	3.96859	-3.07482	4.47256	-2.40902
177.749	72.5601	15.914	56.7139	5.94125	4.03911	3.97515	-3.08795	4.48288	-2.38051
179.74	72.5571	15.9156	56.7427	5.93247	4.039	3.97276	-3.09092	4.48442	-2.35168
181.744	72.5573	15.926	56.7483	5.93798	4.04162	3.97718	-3.09068	4.49482	-2.34605
183.74	72.5465	15.9282	56.7447	5.94673	4.05099	3.98356	-3.10152	4.49703	-2.34966
185.751	72.5463	15.9297	56.7144	5.96	4.05462	3.98911	-3.10167	4.49853	-2.38003
187.755	72.5363	15.9474	56.751	5.96412	4.06437	3.99697	-3.11169	4.51626	-2.34341
189.757	72.5334	15.961	56.7583	5.97313	4.07032	4.0042	-3.11463	4.52989	-2.33612
191.767	72.5291	15.9763	56.7566	5.98757	4.07869	4.01422	-3.1189	4.54515	-2.33774
193.782	72.5168	15.9783	56.7123	6.0129	4.09319	4.02741	-3.13125	4.5471	-2.38204
195.787	72.5271	15.9858	56.7787	5.98722	4.0811	4.01659	-3.1209	4.55462	-2.31565
197.795	72.517	15.9929	56.7895	5.99379	4.09007	4.02301	-3.13096	4.56179	-2.30492
199.81	72.5027	16.0055	56.7727	6.01727	4.10675	4.03828	-3.14528	4.57436	-2.32164
201.81	72.499	16.012	56.7907	6.01721	4.1099	4.04048	-3.14896	4.58085	-2.30364
203.835	72.502	16.0278	56.7073	6.06011	4.12104	4.06032	-3.14599	4.59667	-2.3871
205.841	72.4931	16.0306	56.7167	6.06316	4.1278	4.06414	-3.15489	4.59945	-2.37773
207.856	72.4919	16.038	56.7983	6.03784	4.12301	4.05588	-3.15607	4.60681	-2.29608
209.858	72.4823	16.0447	56.8843	6.01583	4.12417	4.05039	-3.16567	4.61351	-2.21004
211.867	72.4791	16.0509	56.782	6.06062	4.13862	4.07064	-3.16889	4.61974	-2.31242
213.874	72.4721	16.0676	56.7911	6.07353	4.1485	4.08093	-3.17589	4.63642	-2.30326
215.885	72.4757	16.0539	56.7948	6.05981	4.14094	4.0717	-3.17229	4.62275	-2.29958
217.894	72.4616	16.0716	56.8072	6.07607	4.15631	4.08513	-3.18643	4.64049	-2.28715
219.897	72.4632	16.0794	56.8729	6.05677	4.15123	4.07847	-3.18485	4.64826	-2.22148
221.917	72.4663	16.0827	56.8076	6.08189	4.15621	4.08876	-3.18167	4.65154	-2.28682
223.914	72.4491	16.1215	56.7814	6.13039	4.18452	4.12035	-3.19888	4.6903	-2.31298
225.919	72.4499	16.1199	56.8112	6.11761	4.18053	4.11464	-3.19815	4.68871	-2.28322
227.944	72.4454	16.1239	56.7613	6.14181	4.19016	4.12632	-3.20263	4.69272	-2.3331
229.945	72.449	16.1311	56.7944	6.13291	4.18645	4.1234	-3.19897	4.69991	-2.30002
231.972	72.4372	16.135	56.821	6.13219	4.19419	4.12648	-3.21083	4.70384	-2.27337
233.989	72.4323	16.1273	56.7783	6.14486	4.19964	4.13116	-3.21575	4.69617	-2.31608
235.996	72.4256	16.1338	56.8043	6.14353	4.20428	4.13339	-3.22239	4.70261	-2.29012
238	72.4247	16.1603	56.8091	6.16255	4.21311	4.14685	-3.22328	4.72918	-2.28525
240.017	72.4242	16.1579	56.7908	6.16778	4.21451	4.14861	-3.22381	4.72673	-2.3036
242.028	72.4187	16.1635	56.7944	6.17358	4.22018	4.15333	-3.22933	4.73229	-2.29998
244.03	72.4168	16.1703	56.7896	6.1816	4.2243	4.15843	-3.23118	4.73915	-2.30479
246.03	72.4069	16.1843	56.7753	6.20287	4.23786	4.1722	-3.24112	4.75318	-2.31906
248.032	72.4024	16.1937	56.7665	6.21565	4.24515	4.18033	-3.24557	4.7625	-2.32792
250.03	72.3981	16.1856	56.8197	6.19199	4.24064	4.16986	-3.24986	4.75447	-2.27468
252.052	72.3973	16.202	56.7788	6.22014	4.2506	4.18501	-3.25071	4.77087	-2.31556
254.054	72.392	16.2079	56.7772	6.22799	4.2567	4.19058	-3.25599	4.77674	-2.31714
256.06	72.3827	16.2297	56.7747	6.2505	4.27112	4.2063	-3.26527	4.79853	-2.31969
258.073	72.3922	16.2246	56.7778	6.24056	4.26198	4.19914	-3.25584	4.79347	-2.31662
260.082	72.3785	16.2414	56.819	6.24543	4.27386	4.20744	-3.26951	4.81023	-2.27539
262.085	72.3746	16.2428	56.8117	6.25118	4.27798	4.21095	-3.27339	4.81162	-2.28264
264.098	72.3801	16.2431	56.789	6.25689	4.27611	4.21223	-3.26791	4.81195	-2.30533
266.11	72.3664	16.2584	56.8183	6.26513	4.28871	4.22163	-3.28159	4.82727	-2.27608
268.137	72.3674	16.2575	56.8523	6.25164	4.28435	4.21555	-3.28056	4.82636	-2.24213
270.138	72.3618	16.2616	56.8444	6.26053	4.29075	4.22128	-3.28622	4.8304	-2.24994
272.166	72.3618	16.2554	56.8002	6.27182	4.29299	4.22481	-3.28617	4.82427	-2.29417
274.151	72.3454	16.285	56.7875	6.30787	4.31643	4.24925	-3.30261	4.85388	-2.30691
276.163	72.3447	16.2999	56.7969	6.31623	4.32088	4.25584	-3.30332	4.86871	-2.29752
278.165	72.3458	16.3107	56.7892	6.32675	4.32427	4.26214	-3.30217	4.8795	-2.3052
280.163	72.3419	16.3065	56.7862	6.32665	4.3262	4.2621	-3.30611	4.8753	-2.30817
282.174	72.3428	16.3138	56.7991	6.32717	4.32666	4.26357	-3.30521	4.88265	-2.29531
284.182	72.3387	16.3168	56.8225	6.32316	4.32848	4.26331	-3.30928	4.88565	-2.27188
286.213	72.3385	16.3156	56.8231	6.32215	4.32823	4.26271	-3.30954	4.88447	-2.27124
288.216	72.3269	16.3297	56.809	6.34412	4.34299	4.27715	-3.32107	4.89852	-2.28534
290.226	72.3242	16.3182	56.8435	6.32439	4.33807	4.26716	-3.32385	4.88709	-2.25084
292.233	72.3228	16.3358	56.7954	6.35585	4.3494	4.28415	-3.32516	4.9046	-2.29893
294.234	72.3177	16.3433	56.8482	6.34552	4.35074	4.28229	-3.33034	4.91215	-2.24618
296.232	72.3161	16.3563	56.8408	6.35905	4.35689	4.29087	-3.33192	4.92516	-2.25358
298.24	72.3163	16.3473	56.8609	6.34488	4.35188	4.28305	-3.33171	4.91617	-2.23348
300.252	72.3094	16.3651	56.8166	6.37792	4.36715	4.30197	-3.33856	4.93394	-2.27774
