#Wavelength [nm]	White Std.	Dark spec	0[s]	19.59[s]	39.645[s]	59.712[s]	79.828[s]	99.928[s]	120.008[s]	140.069[s]	160.162[s]	180.242[s]	200.324[s]	220.4[s]	240.439[s]	260.487[s]	280.54[s]	300.597[s]	300.618[s]
423.179	3334.87	1036.06	218.48	214.08	232.68	210.08	234.08	228.48	228.68	212.28	228.88	219.48	217.68	217.28	220.28	210.48	228.68	201.88	201.88
423.453	3481.44	1038	231.313	229.78	213.18	218.98	245.18	231.18	224.58	199.18	211.98	220.58	218.78	225.98	239.98	238.58	230.38	239.98	239.98
423.728	3684.03	1036.5	265.18	240.58	247.58	239.18	239.18	275.78	243.98	243.18	254.78	227.98	221.98	253.98	264.78	267.78	272.98	240.38	240.38
424.002	3801.02	1039.4	264.373	262.04	251.24	264.04	258.64	277.84	270.04	257.04	252.64	250.24	223.84	266.44	245.84	244.24	267.64	251.64	251.64
424.276	3962.07	1041.64	264.23	281.13	256.93	243.93	249.13	277.73	252.33	229.13	257.33	254.33	242.93	260.73	253.13	253.93	280.13	258.13	258.13
424.551	4161.04	1032.56	267.707	302.64	272.44	289.04	274.04	292.84	281.04	298.04	264.44	260.44	291.24	295.44	296.44	274.44	281.44	266.24	266.24
424.825	4324.26	1031.8	289.4	292.8	271	302.6	268.8	287	285.4	277.8	262.6	304.2	287.6	316.4	309	275.8	277.8	275.2	275.2
425.099	4500.9	1033.58	293.933	299	299.2	321.2	258.8	285.4	311.8	287.8	274.4	325.4	268	274.2	327.4	308	267.2	270.2	270.2
425.373	4679.09	1037.64	316.953	288.82	320.42	321.62	291.22	300.22	323.82	308.22	307.02	305.42	282.82	313.62	283.02	296.82	273.42	331.42	331.42
425.647	4928.73	1028.7	323.393	294.66	333.86	306.66	308.46	306.66	301.86	313.26	304.66	315.66	323.46	274.26	304.06	322.66	296.06	289.26	289.26
425.921	5037.36	1040.08	322.793	329.86	344.46	352.66	312.46	306.06	326.66	323.06	342.26	304.66	311.26	318.06	336.26	310.66	312.06	307.46	307.46
426.195	5113.26	1036.86	338.987	328.92	335.12	307.92	333.52	352.92	329.12	316.32	332.32	296.72	312.72	339.72	323.52	324.12	328.92	332.52	332.52
426.469	5385.73	1048.76	367.673	368.34	342.94	350.94	370.34	392.94	358.34	344.34	368.74	343.94	338.14	353.14	334.34	354.94	346.94	346.74	346.74
426.743	5649.55	1032.46	358.84	343.24	354.64	354.24	356.84	375.54	339.24	348.24	341.44	369.44	378.24	354.64	360.44	375.44	347.64	374.44	374.44
427.017	5781.29	1031.36	388.793	398.46	378.06	384.66	369.26	388.66	346.26	352.46	390.86	382.06	373.46	363.66	364.66	365.86	351.86	376.26	376.26
427.291	6014.73	1031.78	396.12	371.52	350.72	388.72	407.52	370.92	397.32	354.52	367.12	371.72	399.72	365.32	370.92	384.22	399.52	363.32	363.32
427.565	6244.66	1025.82	407.747	424.68	376.08	380.68	399.28	399.48	375.48	386.68	366.08	424.48	394.48	412.88	390.48	426.28	386.48	373.28	373.28
427.838	6431.49	1028.82	418.653	388.72	395.52	409.32	380.52	393.52	419.32	396.12	393.32	422.12	408.52	405.92	393.92	412.32	423.32	409.72	409.72
428.112	6663.32	1034.92	436.08	415.68	436.88	421.48	424.88	405.28	432.08	406.68	451.28	439.88	412.28	410.28	420.68	440.88	425.08	401.88	401.88
428.385	6841.81	1028.08	451.207	420.34	448.94	452.14	411.94	413.54	444.54	425.14	444.74	442.34	423.54	426.94	445.34	430.74	407.54	449.94	449.94
428.659	7079.69	1033.64	466.987	432.32	431.72	452.92	455.32	427.32	423.32	419.92	449.52	445.72	434.72	425.92	442.92	470.32	468.12	422.52	422.52
428.932	7310.97	1039.84	477.967	474.3	485.3	429.7	439.1	464.1	454.1	444.9	471.3	466.7	486.1	433.3	455.7	451.3	481.7	463.9	463.9
429.206	7491.87	1035.78	487.833	494.3	471.3	493.9	508.9	452.3	488.9	467.1	460.5	468.3	469.9	470.5	480.7	443.7	468.9	477.9	477.9
429.479	7851.67	1030.84	512.067	504.4	491	520.4	540.4	508.2	510.8	526.2	496.8	520.8	510.4	511.8	505.6	485	498	499.8	499.8
429.753	7903.38	1034.24	505.673	495.74	488.74	504.54	505.54	501.34	504.94	493.74	495.54	487.94	527.34	517.94	509.54	469.74	507.34	505.74	505.74
430.026	8105.87	1030.06	554.827	534.36	525.16	530.56	523.36	549.16	518.76	539.96	492.56	502.56	515.36	499.16	528.96	530.56	522.76	510.36	510.36
430.299	8422.05	1032.3	570.167	494.5	550.5	555.5	550.7	543.1	538.7	549.7	550.7	532.5	533.3	532.5	526.1	555.1	530.1	531.7	531.7
430.572	8729.51	1030.92	580.1	560.7	547.7	531.1	552.7	577.7	538.1	572.9	563.3	556.1	544.9	532.3	560.9	527.5	584.1	531.3	531.3
430.845	8948.34	1036	596.327	584.66	594.46	566.06	577.26	556.26	568.06	574.26	553.86	575.66	556.06	558.86	570.46	559.46	581.06	582.86	582.86
431.118	9027.42	1038.12	577.4	554	557.4	574	581.6	568.8	588.4	577.6	584.2	586.4	553.2	567.8	549	584.8	549.8	546.6	546.6
431.391	9179.7	1035.06	607.2	574	586.8	585.4	584.6	604.4	610	606.2	578.8	582.2	588	616.8	571.4	611.2	556.4	623	623
431.664	9421.46	1038.2	626.06	600.06	616.06	626.66	629.26	639.66	575.66	610.66	607.46	578.26	583.26	598.46	629.66	596.66	600.06	583.86	583.86
431.937	9687.49	1037.26	640.053	647.32	627.52	606.32	655.12	631.12	604.72	641.32	647.72	591.92	610.72	629.32	629.12	617.72	615.92	611.72	611.72
432.21	9951.87	1038.22	668.04	659.44	647.84	650.04	660.04	648.84	652.64	620.04	655.44	656.04	655.84	629.64	621.84	674.64	614.64	653.84	653.84
432.483	10196.8	1034.36	678.76	646.16	708.16	665.96	645.36	657.36	657.96	647.36	670.16	647.76	656.36	642.56	650.56	632.96	628.96	650.56	650.56
432.755	10401.5	1038.57	696.027	685.96	679.96	684.56	678.76	651.56	679.36	664.16	686.76	693.56	668.16	674.96	665.76	668.76	679.16	686.56	686.56
433.028	10577.4	1034.7	703.693	666.96	695.76	694.76	702.96	701.16	710.76	701.76	706.56	692.36	692.76	665.16	683.16	683.16	666.76	677.16	677.16
433.301	10740.1	1030.34	732.713	701.98	696.58	688.98	712.98	707.78	694.18	663.38	722.58	691.38	689.18	695.98	692.78	692.78	705.38	689.78	689.78
433.573	10872.2	1032.19	724.547	675.28	726.28	715.48	718.28	718.68	723.08	668.68	723.28	674.08	693.68	713.88	677.68	665.28	716.88	691.28	691.28
433.846	11440.7	1036.88	748.82	776.02	766.82	775.42	762.22	749.62	731.62	727.22	728.62	798.02	730.42	733.42	742.82	768.62	743.42	769.62	769.62
434.118	11313.3	1033.88	776.313	761.18	775.38	735.78	743.58	712.98	731.98	748.98	709.58	730.98	764.18	760.38	745.78	731.38	714.18	737.98	737.98
434.391	11405	1031.44	777.233	751.3	776.6	747.7	748.3	741.3	740.5	762.3	758.9	785.5	768.5	721.5	744.3	747.9	764.5	711.9	711.9
434.663	11730.8	1037.67	804.033	808.5	761.7	743.7	762.3	764.7	765.5	767.1	784.7	795.3	760.9	747.7	777.5	760.1	754.5	747.1	747.1
434.936	12043.1	1034.76	801.633	804.6	808	790	783.4	795.6	791.2	788.8	773.8	783.4	769.6	781	795.2	770.2	772.4	795	795
435.208	12122.4	1029.16	823	796.6	807.6	804.6	788.6	822.2	794.2	796.6	788.2	811.2	789.2	778.8	792.2	792.6	786.6	799.4	799.4
435.48	12474.5	1019.28	857.393	836.26	832.66	818.86	852.46	820.46	843.46	818.66	770.86	842.46	829.06	840.66	808.26	813.66	818.86	831.86	831.86
435.752	12544.1	1028.22	859.92	849.92	826.52	831.32	811.32	822.32	835.52	830.32	848.92	825.92	783.92	832.52	826.62	839.72	808.52	829.12	829.12
436.024	12632.3	1034.96	891.933	847.6	860.8	860	881.4	839.6	803	854	831.2	809.8	821.2	830.4	807.8	822.8	817	812.8	812.8
436.296	12978.7	1048.5	892.867	878.8	898	873.6	885.4	868.6	855	849	838.4	875.2	837	866.8	884.2	855.6	875.4	843.6	843.6
436.568	13299.7	1032.78	921.993	908.66	904.66	883.46	883.86	909.66	871.86	882.06	917.66	895.66	887.66	868.46	879.66	884.26	873.66	897.66	897.66
436.84	13344.7	1036.96	918.753	928.22	898.82	892.42	924.02	898.62	916.02	896.82	884.82	864.62	894.02	855.22	881.92	889.82	891.02	890.02	890.02
437.112	13711.1	1025.68	952.717	962.85	937.65	937.45	936.65	914.85	924.65	932.65	893.25	908.65	904.65	894.25	938.25	906.25	917.05	896.45	896.45
437.384	14138	1042.02	993.407	981.54	965.54	922.54	971.94	956.14	946.74	957.94	961.74	951.14	933.54	945.74	959.54	909.54	924.74	978.34	978.34
437.656	14124.4	1027.48	995.36	957.36	954.96	951.56	971.76	969.36	955.76	961.56	948.96	936.56	933.96	960.76	953.16	956.56	966.36	949.16	949.16
437.928	14231.4	1032.08	1005.47	977.54	997.14	969.34	964.14	967.14	980.74	1004.14	959.14	988.34	958.54	951.74	973.34	952.54	996.54	962.74	962.74
438.199	14726.1	1032.86	1024.04	999.84	1015.64	997.04	992.64	1004.64	1019.24	984.64	1006.44	993.84	961.44	988.64	1005.64	1019.44	978.24	982.64	982.64
438.471	15112.5	1035.04	1063.23	1052.1	1043.9	1047.1	1069.9	1078.1	1058.3	1015.9	1046.3	1006.7	1029.9	1046.3	1011.5	985.7	1032.9	1030.7	1030.7
438.743	15031.8	1034.12	1072.36	1062.56	1039.96	1051.56	1045.56	1085.56	1023.16	1048.36	1038.36	1057.16	1002.96	1043.36	1022.36	1011.36	1034.16	1045.36	1045.36
439.014	15520.4	1040.46	1092.12	1101.12	1073.32	1049.52	1061.72	1077.72	1036.12	1058.32	1049.52	1040.52	1065.92	1071.32	1021.52	1027.42	1056.72	1047.12	1047.12
439.286	15873.8	1036.86	1111.07	1106.14	1125.74	1099.94	1120.14	1095.14	1085.74	1093.54	1094.54	1069.54	1102.34	1074.14	1032.14	1090.14	1077.14	1094.34	1094.34
439.557	15808.6	1039.7	1131.24	1118.44	1074.64	1115.04	1096.64	1097.64	1110.64	1072.64	1082.84	1097.64	1068.84	1059.84	1108.04	1094.64	1091.84	1059.64	1059.64
439.828	16376.8	1031.22	1189.03	1187.36	1124.36	1138.76	1135.36	1125.36	1143.36	1145.76	1127.76	1124.56	1116.36	1095.16	1138.56	1149.76	1089.56	1108.96	1108.96
440.1	16777.5	1033.38	1203.34	1187.94	1193.34	1210.14	1199.34	1170.94	1163.34	1166.94	1173.14	1171.34	1135.94	1138.54	1157.54	1146.94	1147.54	1155.54	1155.54
440.371	16694.5	1036.16	1205.03	1195.76	1166.76	1146.16	1173.56	1155.76	1194.36	1161.16	1153.16	1189.36	1181.36	1198.76	1157.36	1140.36	1169.96	1145.96	1145.96
440.642	17201.6	1037.98	1246.92	1211.72	1221.92	1211.12	1201.72	1209.52	1178.12	1204.32	1178.72	1180.72	1156.32	1149.32	1183.92	1201.72	1201.72	1172.32	1172.32
440.913	17586.5	1037.68	1264.41	1216.74	1224.14	1261.14	1224.74	1198.94	1193.14	1180.34	1207.94	1215.34	1196.14	1237.54	1210.74	1217.94	1219.94	1148.14	1148.14
441.184	17794	1033.34	1295.8	1266	1228.8	1214.4	1273.6	1229.6	1232.2	1228	1239.8	1231.8	1210.4	1243.2	1195.4	1247.8	1206.8	1235.4	1235.4
441.456	18180.6	1039.27	1306.31	1297.98	1250.18	1269.78	1281.98	1237.38	1260.58	1289.98	1238.38	1289.98	1271.78	1287.38	1255.38	1256.58	1239.38	1273.98	1273.98
441.727	18413.2	1035.1	1350.73	1316.2	1306.8	1305	1280.4	1291.4	1282.6	1309.8	1280.8	1276.8	1254.6	1272.4	1289.6	1268.8	1239.4	1273	1273
441.998	18848.1	1031.26	1357.91	1349.64	1358.24	1353.84	1300.04	1329.64	1309.04	1342.64	1271.44	1330.24	1320.24	1299.84	1337.44	1312.84	1340.04	1317.64	1317.64
442.268	19392.6	1031.14	1396.29	1399.96	1412.96	1373.96	1362.16	1392.96	1350.96	1346.16	1332.36	1358.36	1326.96	1343.56	1375.96	1341.16	1340.16	1326.16	1326.16
442.539	19370.6	1032.84	1391.47	1415.8	1389.2	1388.8	1385.6	1363.2	1390.4	1358.8	1367.4	1333.8	1347.6	1340.8	1341.6	1344	1383.2	1321.8	1321.8
442.81	20290	1036	1478.76	1457.36	1454.36	1426.76	1443.16	1454.16	1409.76	1439.36	1427.76	1424.96	1396.36	1403.16	1418.76	1365.76	1429.96	1410.76	1410.76
443.081	20151.4	1036.12	1492.35	1475.62	1465.82	1463.82	1438.42	1433.62	1426.42	1408.82	1408.82	1422.22	1422.42	1405.02	1415.62	1390.62	1400.22	1440.02	1440.02
443.352	20682	1037.46	1530.37	1499.1	1446.7	1469.5	1457.7	1458.9	1491.7	1467.9	1439.1	1475.3	1440.5	1449.7	1459.1	1429.1	1456.3	1445.1	1445.1
443.622	20915.1	1037.96	1538.35	1534.08	1506.68	1505.08	1513.48	1530.68	1485.88	1521.48	1487.48	1505.28	1427.88	1475.48	1478.08	1465.08	1469.68	1471.28	1471.28
443.893	21308.2	1046.38	1585.47	1557	1568	1555.6	1540	1533.8	1493.8	1531.6	1514.8	1507.4	1497.8	1519.8	1502	1516.2	1492.4	1506.4	1506.4
444.163	21839.2	1035.84	1612.65	1595.05	1590.25	1569.25	1573.65	1600.45	1587.05	1578.45	1537.45	1572.85	1551.85	1534.45	1562.85	1543.05	1539.45	1524.05	1524.05
444.434	22149.1	1029.82	1636.41	1624.74	1577.14	1595.94	1599.74	1622.14	1611.94	1559.14	1573.74	1543.74	1531.54	1581.14	1606.34	1580.54	1546.54	1542.14	1542.14
444.704	22429.9	1029.42	1674.15	1632.28	1605.68	1617.68	1658.08	1621.48	1601.48	1614.08	1610.88	1618.48	1572.28	1579.08	1581.48	1594.48	1573.48	1568.08	1568.08
444.975	22919.3	1043.28	1702.9	1676.5	1657.5	1637.7	1644.1	1644.1	1634.1	1667.1	1674.9	1635.1	1659.9	1639.5	1593.3	1626.5	1641.1	1678.7	1678.7
445.245	22974.9	1043.42	1726.39	1698.46	1680.66	1715.26	1680.86	1687.86	1637.06	1625.66	1652.66	1651.46	1685.66	1641.46	1662.06	1640.26	1641.86	1634.06	1634.06
445.515	24052.1	1036.76	1804.55	1743.62	1765.02	1736.62	1773.42	1727.42	1753.42	1714.62	1733.02	1687.42	1733.82	1696.22	1655.02	1690.22	1708.82	1703.02	1703.02
445.786	23975.5	1038.06	1793.17	1773.04	1793.44	1751.24	1759.64	1747.44	1723.84	1746.24	1745.24	1753.24	1729.04	1733.84	1710.04	1717.44	1735.04	1708.44	1708.44
446.056	24639.7	1038.32	1872.28	1878.88	1835.28	1841.68	1810.88	1810.48	1812.68	1815.28	1767.68	1835.08	1807.28	1777.48	1800.48	1768.68	1789.88	1786.48	1786.48
446.326	24847.5	1036.5	1883.19	1853.26	1838.06	1864.86	1811.86	1837.46	1835.06	1789.66	1796.26	1818.26	1805.26	1795.06	1802.86	1811.66	1807.46	1802.66	1802.66
446.596	25224.9	1029.72	1906.85	1880.98	1903.78	1864.38	1873.18	1861.38	1816.98	1853.18	1859.98	1816.98	1831.58	1840.58	1814.18	1846.98	1838.78	1807.78	1807.78
446.866	25501.2	1028.94	1937.49	1932.56	1901.96	1890.76	1920.16	1913.56	1895.96	1877.16	1875.56	1895.96	1841.76	1872.16	1835.96	1843.56	1855.76	1849.76	1849.76
447.136	25743.3	1040.24	1981.41	2012.28	1955.68	1954.08	1922.08	1904.88	1933.28	1905.08	1911.28	1880.68	1845.28	1887.68	1897.88	1882.28	1869.68	1850.08	1850.08
447.406	25906	1030.31	1974.57	1927.9	1946.5	1951.9	1889.5	1938.5	1925.1	1907.9	1901.7	1907.5	1871.7	1888.1	1885.9	1859.3	1870.3	1892.3	1892.3
447.676	26311.4	1037.42	2038.2	2005.2	1945.6	1984.8	1981.2	1980	1947.4	1937.8	1954.8	1938.6	1942.4	1936.8	1938	1945.8	1921.2	1936.8	1936.8
447.946	26827.6	1037.16	2067.4	2062.8	2031.6	2026.8	2025.6	1974	1958.2	1978.2	1974.4	1977.6	1931.4	1964.6	1982.8	1972	1964	1971.2	1971.2
448.215	26646.9	1035.72	2071.51	2048.24	2005.04	2006.24	2009.04	1963.24	1980.84	1989.04	1962.24	1952.24	1960.84	1975.64	1915.84	1929.24	1951.04	1945.84	1945.84
448.485	26791.3	1035.04	2099.41	2046.28	2069.28	2026.08	2064.68	2049.68	1992.28	2033.48	1997.88	1994.88	1973.48	1997.28	1984.88	1962.28	1998.68	1929.08	1929.08
448.755	27135.4	1034	2122.13	2091.8	2101.8	2073.2	2094.8	2019	2023.8	2040.6	2023	2015.4	2044.2	2042	2008.8	2009.6	1966.8	1997.6	1997.6
449.024	27508	1047.1	2188.48	2171.88	2110.28	2088.48	2126.08	2084.48	2101.28	2074.48	2092.08	2080.08	2112.48	2065.08	2061.08	2077.08	2034.28	2062.28	2062.28
449.294	27269.9	1039.18	2164.89	2125.16	2106.56	2096.96	2083.16	2083.56	2082.16	2086.16	2072.56	2036.96	2058.76	2045.76	2054.56	2009.16	2049.76	2003.36	2003.36
449.563	27330.9	1039	2192.32	2148.92	2168.52	2097.92	2136.92	2106.32	2128.12	2108.32	2098.72	2064.72	2063.12	2099.32	2087.52	2101.12	2055.72	2069.12	2069.12
449.833	27548.3	1036.08	2219.58	2156.78	2176.78	2102.58	2137.18	2156.38	2106.38	2120.38	2135.98	2132.98	2070.98	2115.58	2113.18	2094.38	2100.78	2100.78	2100.78
450.102	27971.1	1034	2253.73	2210.2	2235.8	2204.2	2166.8	2172	2158.8	2166.8	2186.8	2194.8	2134	2162.6	2110	2165	2126.2	2123.8	2123.8
450.372	27963.5	1031.04	2292.39	2215.06	2207.66	2193.06	2193.26	2181.46	2182.66	2132.86	2178.06	2114.06	2153.66	2132.06	2119.06	2134.66	2131.66	2099.66	2099.66
450.641	27496.9	1037.3	2245.01	2196.08	2185.28	2189.28	2192.88	2169.08	2187.88	2152.48	2130.48	2141.68	2153.28	2117.28	2080.08	2068.08	2139.28	2095.28	2095.28
450.91	27003.1	1040.94	2214.68	2207.28	2156.68	2182.08	2176.28	2165.88	2120.28	2114.08	2110.68	2154.88	2109.28	2140.28	2108.68	2088.88	2101.28	2056.48	2056.48
451.179	26860.6	1046	2212.79	2177.32	2215.12	2211.72	2186.12	2171.72	2131.32	2146.72	2127.52	2121.12	2140.92	2124.12	2121.12	2110.32	2069.92	2106.12	2106.12
451.448	27428.9	1034.82	2286.38	2261.05	2232.05	2191.05	2206.85	2236.45	2178.25	2191.65	2218.45	2168.25	2190.05	2157.45	2211.25	2170.25	2170.05	2155.05	2155.05
451.717	26384.5	1035.42	2251.57	2211.7	2178.7	2163.1	2168.9	2150.5	2132.9	2146.1	2125.1	2155.1	2135.9	2115.3	2122.3	2115.3	2116.5	2097.7	2097.7
451.986	26978.5	1037.58	2293.15	2264.88	2241.48	2194.08	2218.28	2225.48	2191.88	2193.48	2193.48	2179.08	2145.08	2177.68	2189.88	2156.08	2164.48	2145.68	2145.68
452.255	26369.4	1034.68	2278.61	2236.88	2237.48	2186.48	2214.68	2171.68	2158.28	2144.88	2155.08	2152.88	2168.08	2120.68	2139.68	2123.08	2143.28	2176.08	2176.08
452.524	25906.6	1030.22	2253.18	2184.78	2161.78	2170.38	2158.98	2161.58	2105.78	2131.18	2123.58	2128.18	2106.98	2148.98	2113.18	2153.78	2111.38	2112.18	2112.18
452.793	26166	1029.52	2271.77	2266.1	2192.7	2227.7	2195.5	2175.1	2167.7	2162.7	2183.1	2169.5	2136.9	2156.7	2130.9	2129.1	2146.5	2111.9	2111.9
453.062	25685.7	1042.48	2236.42	2200.82	2225.82	2153.82	2212.62	2142.42	2158.62	2140.82	2083.62	2122.22	2099.42	2103.02	2103.82	2065.42	2097.82	2115.22	2115.22
453.331	25412.9	1037.78	2226.32	2199.92	2158.32	2184.72	2171.32	2176.32	2161.92	2155.92	2092.92	2101.12	2133.92	2150.32	2132.32	2117.32	2098.32	2123.52	2123.52
453.6	24989.8	1038.28	2197.59	2156.66	2159.26	2111.26	2123.46	2166.86	2120.26	2097.66	2073.46	2088.66	2119.26	2095.86	2141.26	2072.86	2083.66	2064.06	2064.06
453.868	24542.7	1032.74	2162.42	2163.62	2165.22	2124.42	2146.82	2136.22	2087.82	2073.02	2069.42	2090.22	2093.82	2079.22	2090.02	2078.42	2053.22	2048.02	2048.02
454.137	24320.4	1044.74	2191.93	2168.06	2151.26	2095.66	2094.26	2109.46	2082.86	2083.66	2090.06	2103.46	2038.06	2070.46	2068.86	2041.26	2055.86	2040.26	2040.26
454.405	23810.9	1038.72	2141.23	2070.9	2099.3	2080.9	2094.7	2081.5	2089.9	2068.1	2034.5	2033.3	2025.7	2024.9	2070.3	2040.3	2028.5	1973.3	1973.3
454.674	23436.6	1027.22	2131.18	2104.78	2064.38	2020.18	2044.18	2057.78	2040.58	2044.58	2054.58	2030.98	1970.58	1970.58	1971.98	2012.98	2009.18	1989.78	1989.78
454.942	23098.7	1031.28	2101.49	2087.82	2052.62	2041.62	2021.82	2061.22	2017.42	2030.82	2016.02	2022.62	2000.62	1983.02	1996.02	2019.82	1959.62	2032.62	2032.62
455.211	22795.9	1041.18	2088.77	2072.04	2024.24	2030.04	2022.44	2023.04	2021.44	1983.24	1982.04	2020.24	1991.44	1993.44	2004.64	1914.64	1983.04	1984.24	1984.24
455.479	21681.6	1036.92	2005.16	1954.36	1913.56	1962.56	1959.36	1914.96	1936.16	1905.96	1889.56	1932.16	1949.96	1878.76	1909.16	1859.36	1856.56	1890.76	1890.76
455.747	21813.5	1031.04	2063.11	1995.38	1969.98	1983.58	1991.78	1966.78	1943.78	1947.18	1937.78	1927.98	1938.38	1901.98	1949.58	1906.18	1874.38	1859.78	1859.78
456.016	21753.6	1031.9	2035.85	1989.98	2002.78	1983.98	2005.58	1963.98	1935.98	1954.18	1945.58	1941.18	1947.58	1920.18	1950.38	1910.58	1879.78	1922.38	1922.38
456.284	20947.2	1036.62	2000.01	1978.28	1937.08	1926.68	1928.28	1924.08	1892.68	1907.68	1915.28	1864.08	1896.08	1891.88	1884.88	1877.28	1872.28	1900.48	1900.48
456.552	20825.3	1024.02	1983.55	1921.08	1954.88	1931.68	1937.28	1881.08	1873.28	1899.08	1901.68	1898.28	1853.88	1883.08	1869.08	1875.28	1888.28	1873.68	1873.68
456.82	20055.3	1038.72	1942.33	1877.8	1874.6	1887.4	1837.4	1830.2	1818.4	1836.6	1816.4	1824.4	1794.6	1807	1812.8	1846.2	1830.8	1785	1785
457.088	19285	1038.28	1893.09	1833.96	1800.96	1835.76	1775.36	1783.96	1770.16	1798.16	1711.76	1759.76	1800.56	1726.56	1774.76	1733.76	1784.56	1726.56	1726.56
457.356	19201.7	1026.76	1864.75	1812.48	1849.48	1810.08	1815.48	1796.88	1760.88	1811.48	1754.68	1793.88	1793.28	1776.28	1787.68	1763.08	1755.28	1718.28	1718.28
457.624	18906.7	1034.88	1877.34	1821.54	1826.74	1825.54	1788.34	1809.74	1794.94	1782.94	1773.94	1762.34	1742.94	1757.74	1743.94	1741.94	1740.34	1737.54	1737.54
457.892	18587.7	1038.16	1838.64	1806.84	1786.64	1785.04	1761.04	1745.84	1767.04	1736.84	1751.84	1694.44	1719.24	1748.84	1736.04	1734.64	1734.44	1741.44	1741.44
458.16	17760.1	1036.26	1771.85	1719.52	1728.72	1723.72	1701.12	1713.92	1714.72	1664.72	1648.12	1684.32	1684.92	1623.32	1682.92	1699.72	1680.72	1658.92	1658.92
458.428	17757.5	1032.9	1765.32	1736.72	1732.52	1683.12	1685.52	1676.72	1684.92	1637.32	1662.92	1672.52	1650.92	1633.32	1663.12	1614.92	1636.52	1648.12	1648.12
458.695	17149.1	1038.64	1729.62	1681.22	1685.42	1659.62	1636.22	1602.82	1645.62	1631.22	1644.02	1633.62	1604.02	1630.82	1581.02	1597.02	1620.82	1599.02	1599.02
458.963	17315.4	1036.06	1730.69	1669.16	1690.36	1679.96	1666.76	1687.36	1656.16	1664.96	1651.76	1664.76	1637.16	1628.56	1630.36	1646.16	1595.96	1626.76	1626.76
459.231	16807.7	1032.28	1705.77	1644.5	1642.5	1637.5	1654.3	1645.5	1598.5	1608.1	1588.1	1616.1	1586.9	1558.9	1595.9	1588.5	1597.9	1581.3	1581.3
459.498	16268.3	1031.64	1657.11	1625.44	1582.04	1577.04	1595.04	1555.64	1585.84	1581.44	1548.44	1550.64	1564.64	1570.84	1550.24	1542.84	1541.84	1543.04	1543.04
459.766	16266.5	1041.58	1668.53	1634.06	1602.66	1660.26	1585.06	1560.46	1558.26	1561.06	1562.86	1523.86	1545.46	1548.66	1558.26	1554.46	1522.86	1540.06	1540.06
460.033	16057	1041.32	1633.74	1609.34	1575.34	1615.74	1589.34	1565.94	1560.54	1571.74	1564.14	1573.34	1551.94	1548.74	1519.74	1510.14	1532.34	1525.14	1525.14
460.301	15771.6	1043.62	1636.09	1583.02	1534.82	1567.62	1535.02	1520.42	1550.42	1546.62	1508.42	1531.82	1473.02	1496.02	1512.82	1513.02	1537.62	1470.02	1470.02
460.568	15472.1	1030.6	1597.83	1563.5	1569.9	1534.3	1529.1	1482.1	1505.3	1500.3	1513.7	1523.5	1462.9	1463.5	1460.3	1517.7	1494.1	1481.9	1481.9
460.835	15294.5	1032.9	1577.68	1579.88	1520.88	1535.88	1522.28	1477.88	1490.08	1504.68	1478.28	1504.88	1470.48	1483.08	1471.88	1484.68	1452.28	1445.28	1445.28
