#Wavelength [nm]	White Std.	Dark spec	0[s]	19.307[s]	39.359[s]	59.449[s]	79.534[s]	99.569[s]	119.606[s]	139.731[s]	159.762[s]	179.874[s]	199.916[s]	219.971[s]	240.047[s]	260.146[s]	280.297[s]	300.409[s]	300.426[s]
499.82	23135.8	1039.24	3609.47	3326.6	3258.8	3227.2	3191.8	3179.2	3166.6	3170.2	3086.2	3081.6	3073.4	3065.8	3032.2	2954.4	2998.8	3008.8	3008.8
500.079	23392.4	1033.16	3656.73	3335.26	3307.26	3277.26	3255.66	3181.46	3169.06	3135.46	3124.66	3172.86	3084.66	3059.26	3085.86	3035.66	3059.46	3038.06	3038.06
500.339	23650.3	1046.82	3750.21	3412.64	3338.64	3349.04	3303.04	3224.04	3236.84	3225.04	3233.24	3155.84	3154.24	3097.24	3088.24	3128.04	3064.24	3051.64	3051.64
500.598	23886.1	1036.7	3781.95	3490.28	3385.88	3386.88	3343.88	3316.48	3315.68	3252.08	3276.08	3199.28	3212.88	3186.88	3153.08	3156.48	3121.08	3162.68	3162.68
500.858	24003.8	1051.56	3833.19	3506.86	3427.26	3389.06	3346.86	3417.66	3305.06	3254.26	3255.26	3233.66	3226.86	3232.46	3224.66	3162.26	3135.46	3165.66	3165.66
501.117	24347.7	1048.3	3907.52	3565.32	3486.32	3452.52	3444.72	3450.52	3382.12	3301.72	3327.32	3266.72	3236.32	3306.32	3256.12	3198.52	3226.52	3164.52	3164.52
501.376	24540.9	1030.27	3945.19	3644.06	3550.46	3532.26	3428.66	3391.46	3392.66	3348.26	3315.06	3313.06	3284.46	3260.46	3308.46	3262.66	3241.06	3219.26	3219.26
501.635	24637.9	1035.36	3994.53	3647.2	3583.8	3548.6	3504.8	3486.4	3453.4	3398.8	3360.8	3393.4	3335.4	3301	3334.2	3286.2	3276.2	3290.8	3290.8
501.895	24783.7	1037.04	4017.85	3709.98	3595.18	3556.58	3530.18	3538.58	3501.98	3446.78	3384.18	3414.38	3407.78	3370.78	3370.38	3383.58	3310.98	3398.38	3398.38
502.154	24927.3	1035.62	4068.71	3730.78	3631.58	3608.18	3574.18	3554.38	3500.78	3476.58	3480.18	3467.58	3388.38	3404.58	3404.58	3373.38	3353.98	3330.58	3330.58
502.413	24991.6	1039.36	4096.41	3721.08	3667.88	3671.28	3588.68	3616.08	3560.88	3507.48	3460.28	3483.08	3406.48	3451.88	3411.08	3401.68	3401.28	3371.28	3371.28
502.672	25533.6	1038.24	4201.4	3872.2	3744.6	3749.2	3704.2	3652	3611.2	3587.8	3531.4	3509	3511	3557.2	3494.6	3485.8	3461.8	3460	3460
502.931	25639.9	1034.96	4214.81	3875.48	3807.88	3733.28	3697.48	3674.68	3606.68	3561.48	3604.48	3558.28	3545.48	3484.68	3517.48	3470.28	3460.08	3488.28	3488.28
503.189	25704.2	1042.86	4267.95	3941.62	3855.82	3729.82	3771.62	3716.42	3708.02	3618.82	3636.42	3601.82	3609.22	3593.42	3509.62	3549.02	3500.42	3528.82	3528.82
503.448	26019.6	1038.8	4319.53	3961.6	3868.4	3866.8	3770.4	3767.8	3711	3644.2	3703.6	3699.2	3647	3648.6	3575.2	3561.8	3539.8	3539	3539
503.707	26159.6	1038.72	4313.51	3955.84	3920.64	3838.64	3836.04	3723.64	3746.04	3720.24	3697.44	3699.44	3640.24	3668.84	3591.84	3637.44	3629.24	3580.84	3580.84
503.966	26426.6	1039.62	4385.07	4042.94	3925.94	3950.94	3908.14	3826.74	3822.94	3823.34	3735.74	3748.34	3711.74	3676.74	3727.14	3712.34	3607.54	3650.94	3650.94
504.224	26532.7	1038.38	4441.49	4071.76	4008.56	3951.76	3899.36	3914.36	3819.56	3817.76	3777.96	3790.56	3764.96	3725.96	3712.36	3707.76	3695.76	3640.56	3640.56
504.483	26813.8	1035.2	4507.85	4160.78	4119.58	4044.78	3983.58	3973.58	3912.78	3921.98	3846.58	3830.58	3839.98	3819.58	3779.78	3752.38	3717.98	3696.38	3696.38
504.742	26992.3	1031.8	4564.69	4208.16	4134.36	4102.56	4028.96	3962.96	3978.56	3894.56	3915.56	3854.76	3903.16	3873.96	3793.96	3764.16	3744.96	3791.96	3791.96
505	27224	1044.04	4651.97	4269.7	4205.9	4125.7	4044.7	4041.5	3991.1	3978.5	3974.5	3947.3	3906.3	3877.1	3892.1	3837.9	3863.3	3796.3	3796.3
505.259	27189.8	1046.02	4624.93	4315.86	4190.66	4126.46	4097.86	4075.06	4011.66	4007.86	3927.66	3925.86	3888.46	3936.26	3886.86	3870.06	3835.86	3796.86	3796.86
505.517	27360	1047.5	4706.67	4317.6	4168.8	4145.8	4133.2	4099	4044	4024.2	4012.8	3985.8	3976.3	3945.4	3923.8	3904	3937.8	3835	3835
505.775	27571.1	1037.36	4776.05	4385.98	4246.78	4224.58	4210.18	4133.58	4082.18	4096.18	4089.18	4015.78	4010.18	3975.18	3977.78	3928.18	3991.58	3906.98	3906.98
506.034	27700.5	1041.04	4829.81	4498.88	4333.88	4273.28	4302.08	4174.88	4141.28	4131.88	4052.08	4089.08	4071.08	4006.88	4025.08	4031.08	3996.68	4005.08	4005.08
506.292	27940.6	1033.62	4865.11	4482.38	4341.38	4328.58	4260.78	4233.58	4252.58	4195.98	4131.18	4111.78	4099.58	4077.58	4085.18	4111.58	4042.58	4029.98	4029.98
506.55	28132.5	1044.3	4962.76	4508.76	4490.56	4431.76	4311.96	4329.16	4274.96	4255.76	4258.36	4170.16	4153.96	4125.76	4121.96	4116.56	4057.56	4080.96	4080.96
506.808	28223.6	1038.22	5003.75	4600.88	4467.48	4453.68	4413.48	4314.48	4290.88	4320.68	4280.68	4213.28	4171.68	4189.48	4113.88	4127.48	4065.48	4109.68	4109.68
507.066	28487	1036.54	5041.7	4658.5	4520.7	4474.3	4464.3	4387.9	4304.7	4343.3	4289.3	4313.9	4240.1	4254.1	4206.1	4204.5	4161.5	4172.3	4172.3
507.324	28684.5	1038.5	5118.57	4690.7	4544.9	4517.5	4484.9	4460.7	4446.1	4365.5	4316.5	4270.9	4302.7	4246.7	4251.7	4221.7	4147.9	4160.3	4160.3
507.582	28904.4	1031.2	5149.93	4717.4	4595	4586.4	4504.8	4485	4475.2	4406.8	4382.4	4353.6	4323.2	4289.6	4293	4302.4	4200.6	4252.4	4252.4
507.84	29026	1038.48	5186.07	4788.2	4681.2	4600.4	4565.2	4530.2	4468	4493.8	4453.8	4376.6	4376.6	4356.2	4322.6	4351.8	4246	4266.4	4266.4
508.098	29361.5	1036.6	5279.66	4848.26	4722.66	4694.86	4570.66	4518.86	4538.46	4550.86	4457.86	4429.46	4415.86	4425.06	4361.06	4346.46	4325.46	4327.46	4327.46
508.356	29506	1033.88	5342.45	4890.18	4803.38	4703.58	4691.78	4619.18	4561.58	4538.18	4507.38	4538.98	4483.78	4470.18	4447.98	4421.78	4437.38	4376.58	4376.58
508.614	29514.2	1045.58	5357.31	4908.38	4813.18	4725.58	4716.98	4705.38	4679.58	4535.58	4524.78	4516.98	4491.98	4464.78	4428.78	4419.78	4382.38	4406.58	4406.58
508.871	30050	1039.82	5461.8	4988	4907.2	4816.4	4800.2	4766	4734	4712.4	4640.8	4600.2	4613.2	4569.4	4520.6	4482.4	4501.2	4488.2	4488.2
509.129	30253.7	1032.44	5483.4	5054.8	4961.8	4881	4868.8	4773.8	4770.2	4744	4653.2	4670.2	4680.2	4607.2	4596.8	4503.8	4541.6	4515.8	4515.8
509.387	30465.1	1038.06	5535.69	5070.96	4996.16	4955.76	4873.76	4822.96	4822.56	4702.76	4726.76	4728.16	4713.56	4667.96	4645.76	4630.96	4566.96	4525.36	4525.36
509.644	30688	1049.8	5621.92	5138.52	5069.32	4979.12	4901.52	4889.52	4856.72	4864.52	4753.12	4710.12	4774.32	4694.12	4751.12	4689.92	4617.12	4601.72	4601.72
509.902	30703.1	1046.54	5628.89	5150.82	5133.02	5016.02	4948.22	4985.82	4901.02	4891.62	4815.62	4801.62	4741.22	4704.82	4773.02	4689.42	4651.82	4672.82	4672.82
510.159	30959.6	1030.54	5710.44	5239.44	5157.84	5079.84	5042.04	4995.84	4927.64	4902.04	4831.44	4810.04	4814.44	4835.04	4758.84	4720.24	4692.64	4663.64	4663.64
510.417	31191.5	1044.1	5744.45	5277.98	5195.18	5116.18	5003.58	4968.18	4994.58	4930.38	4905.18	4835.38	4823.78	4832.98	4813.58	4773.58	4759.78	4679.18	4679.18
510.674	31248.4	1040.64	5807.79	5324.12	5190.72	5116.12	5087.32	5009.32	5011.32	4931.32	4901.32	4915.92	4833.12	4831.92	4823.92	4812.32	4785.92	4755.72	4755.72
510.931	31618	1043.62	5915.8	5438.8	5297.8	5216	5115.6	5090	5085.6	5037	5003.4	4988.4	4908.4	4927.4	4904.8	4895	4849.6	4804.4	4804.4
511.189	31697.1	1037.26	5963.67	5429.14	5335.94	5266.74	5169.14	5144.54	5092.74	5056.34	5083.14	5025.74	5004.34	4977.14	4991.94	4907.94	4948.34	4902.34	4902.34
511.446	31801.7	1042.1	5983.59	5473.12	5432.72	5318.32	5247.52	5185.52	5198.32	5096.12	5070.92	5030.72	5043.32	4996.92	5003.52	5003.12	4966.12	4920.32	4920.32
511.703	32021.3	1034.22	6070.89	5530.62	5443.82	5329.42	5334.62	5277.22	5227.62	5177.22	5196.82	5076.42	5073.22	5073.62	5044.42	5036.42	5050.02	4963.22	4963.22
511.96	32271.7	1037.8	6134.07	5618.6	5503.4	5348.4	5371.8	5326.8	5288	5273.2	5235.8	5195.6	5142.6	5133	5089.2	5096.2	5060.4	5064	5064
512.217	32259.5	1033.36	6188.37	5628.3	5552.3	5416.5	5381.7	5351.3	5347.1	5266.9	5277.9	5215.9	5183.3	5212.3	5164.3	5134.9	5102.7	5032.3	5032.3
512.474	32373.9	1036.88	6252.23	5699.3	5570.9	5445.9	5395.3	5375.7	5379.7	5315.1	5280.1	5243.7	5230.9	5149.1	5220.3	5145.5	5166.9	5109.1	5109.1
512.731	32480.9	1040.32	6310.23	5746.16	5591.76	5567.36	5467.96	5500.96	5469.36	5378.76	5342.56	5299.76	5263.76	5289.36	5265.36	5196.16	5213.96	5174.56	5174.56
512.988	32737.1	1041.26	6366.51	5815.58	5685.98	5639.78	5568.98	5511.58	5500.18	5452.58	5429.58	5376.98	5358.38	5350.38	5332.58	5262.18	5263.78	5237.98	5237.98
513.245	32883.3	1037.3	6437.63	5838.1	5756.7	5670.1	5636.1	5572.5	5601.5	5474.7	5446.7	5355.9	5384.1	5389.5	5332.1	5305.1	5352.1	5175.1	5175.1
513.502	33054.3	1039.4	6488.97	5922.84	5771.24	5648.04	5668.24	5615.24	5573.44	5540.04	5493.44	5479.84	5430.64	5399.84	5378.44	5338.04	5349.04	5324.04	5324.04
513.758	33082.4	1025.36	6586.83	5990.56	5812.56	5815.36	5695.16	5699.16	5649.56	5596.36	5587.16	5521.56	5509.56	5484.36	5459.56	5419.96	5419.36	5395.76	5395.76
514.015	33207.8	1040.3	6594.34	6020.14	5896.14	5841.94	5801.34	5689.74	5680.34	5613.14	5629.14	5602.14	5505.14	5522.94	5537.14	5483.54	5509.34	5471.74	5471.74
514.272	33461.4	1039.9	6733.23	6056.56	5931.76	5853.56	5866.16	5826.76	5765.16	5714.36	5653.16	5632.16	5633.96	5549.36	5551.56	5523.96	5511.36	5510.76	5510.76
514.528	33561.8	1045.56	6763.49	6151.42	6007.82	5966.22	5943.42	5856.02	5786.02	5752.02	5723.42	5725.62	5686.62	5594.42	5655.42	5606.42	5512.22	5547.22	5547.22
514.785	33859.7	1047.88	6844	6172.93	6079.93	5977.13	5982.13	5948.73	5889.93	5835.33	5786.53	5765.13	5730.93	5668.73	5692.73	5663.73	5674.33	5626.53	5626.53
515.041	34111.4	1042.38	6917.06	6253.06	6138.66	6129.46	5981.66	5987.86	5919.66	5911.86	5897.06	5808.46	5739.26	5757.96	5740.06	5695.06	5702.66	5641.66	5641.66
515.297	34327.8	1042.56	6971.49	6330.76	6218.96	6179.16	6072.56	6036.56	5930.26	5970.76	5886.16	5817.96	5801.56	5796.56	5738.76	5752.56	5757.36	5682.36	5682.36
515.554	34442.6	1039.56	7021.8	6385.2	6291.2	6185.2	6094.8	6038.2	5980	5963.4	5894	5876.6	5892.8	5862.4	5786	5837.8	5773.2	5717.8	5717.8
515.81	34792.2	1039.08	7130.1	6437.9	6357.3	6186.7	6162.1	6123.3	6064.3	6029.5	5967.1	5949.7	5921.1	5935.1	5901.3	5855.5	5902.1	5853.7	5853.7
516.066	34698.7	1041.04	7158.4	6504.6	6394.4	6213	6222.6	6131.4	6094.8	6047.8	5992.4	5974.6	5987	5937	5907	5884.2	5859.6	5806.4	5806.4
516.323	34987.7	1036.08	7242.95	6592.48	6448.48	6298.28	6260.28	6229.08	6169.08	6193.68	6137.68	6105.68	6090.88	6047.48	5996.68	6003.68	5967.68	5881.88	5881.88
516.579	34973.7	1030.02	7284.03	6622.9	6475.5	6419.1	6291.9	6234.1	6228.1	6179.1	6105.9	6124.3	6067.1	6086.1	5992.3	5973.9	5952.3	5906.3	5906.3
516.835	35258.9	1035.38	7339.95	6679.62	6543.02	6467.42	6356.22	6331.62	6268.02	6251.82	6217.82	6192.82	6162.02	6157.82	6048.02	6078.02	6079.42	6052.82	6052.82
517.091	35329.5	1045.02	7370.17	6749.9	6621.3	6424.7	6366.1	6308.9	6286.9	6310.3	6221.3	6148.1	6244.7	6096.5	6129.1	6064.3	6077.5	6110.7	6110.7
517.347	35771.2	1038.92	7487.83	6800.36	6690.56	6578.36	6517.36	6450.56	6375.56	6351.96	6300.76	6321.96	6296.16	6258.36	6156.56	6127.96	6118.56	6130.76	6130.76
517.603	35720.3	1032.2	7503.04	6852.04	6723.44	6573.84	6539.84	6544.64	6482.64	6432.04	6344.04	6333.84	6286.44	6299.64	6241.04	6262.24	6173.44	6159.44	6159.44
517.859	35962.5	1029.84	7585.15	6899.22	6743.82	6607.02	6550.62	6568.82	6515.02	6487.42	6405.82	6380.62	6307.82	6355.22	6309.22	6278.22	6276.42	6240.02	6240.02
518.114	36057.5	1040.68	7630.69	6966.62	6794.02	6750.02	6673.02	6619.82	6542.42	6492.82	6494.82	6449.42	6432.42	6395.62	6398.62	6365.42	6328.42	6340.42	6340.42
518.37	36232.6	1037	7689.25	7006.38	6945.98	6793.58	6741.78	6670.38	6557.78	6577.58	6615.78	6513.18	6515.98	6444.98	6403.38	6392.78	6390.18	6342.78	6342.78
518.626	36366.4	1026.52	7808.85	7028.18	6921.78	6847.78	6802.38	6691.98	6673.78	6598.18	6571.38	6605.58	6557.78	6537.78	6475.58	6424.58	6437.58	6407.38	6407.38
518.882	36447.7	1030.75	7858.35	7134.15	6981.35	6905.55	6866.55	6709.75	6720.95	6675.35	6644.35	6618.15	6495.35	6510.75	6499.75	6502.55	6472.15	6437.95	6437.95
519.137	36813.2	1036.22	7971.75	7229.68	7085.28	6958.48	6964.08	6871.48	6783.08	6779.28	6764.88	6724.68	6645.88	6625.68	6630.88	6551.68	6535.08	6549.28	6549.28
519.393	36782.6	1042.71	7991.1	7247.5	7073.3	6946.7	6982.5	6938.1	6839.9	6779.3	6689.9	6743.9	6740.5	6661.3	6674.3	6584.1	6556.3	6493.3	6493.3
519.648	37138.7	1051.08	8131.23	7322.7	7141.5	7042.5	6973.9	6985.9	6896.7	6895.1	6901.5	6824.5	6808.5	6727.3	6703.3	6717.9	6612.7	6630.1	6630.1
519.904	37291.7	1038.72	8125.43	7394.56	7210.96	7120.76	7096.56	7035.36	6963.16	6967.36	6962.96	6864.56	6899.36	6764.16	6837.96	6747.16	6736.56	6693.96	6693.96
520.159	37357.3	1038.84	8148.95	7446.82	7301.82	7149.22	7116.02	7080.82	6990.02	7005.22	6936.62	6856.62	6841.22	6814.02	6803.02	6739.42	6701.02	6726.42	6726.42
520.415	37532.2	1038.06	8200.48	7484.68	7299.08	7214.68	7126.48	7104.88	7059.28	7062.28	6955.68	6962.88	6881.48	6843.88	6903.88	6817.88	6776.28	6814.88	6814.88
520.67	37727.1	1038.18	8295.04	7623.24	7369.44	7285.64	7200.64	7169.04	7110.24	7073.64	7036.84	6987.24	7023.44	6976.24	6920.04	6900.64	6902.84	6807.64	6807.64
520.925	37913.3	1033.84	8393.51	7599.58	7431.38	7339.98	7263.58	7238.18	7160.78	7185.38	7162.18	7043.78	7075.78	7022.78	6975.78	6973.58	6935.18	6933.58	6933.58
521.18	37966.9	1036.24	8491.78	7700.78	7511.78	7412.98	7398.38	7357.98	7188.38	7229.78	7216.58	7079.78	7107.58	7118.18	7018.38	7031.18	6930.38	6963.38	6963.38
521.436	38013.2	1034.84	8523.67	7733.94	7575.94	7463.34	7355.74	7358.14	7276.14	7259.14	7195.94	7143.14	7097.14	7167.94	7014.54	7041.94	6995.74	7007.94	7007.94
521.691	38430.3	1039.62	8643.47	7828.6	7636.6	7572.6	7518.8	7380.4	7377.6	7365.6	7282.2	7234.8	7252	7225.2	7164.4	7150.8	7129.4	7089.6	7089.6
521.946	38336.7	1041.58	8693.27	7885.94	7705.34	7573.54	7501.94	7499.14	7428.54	7364.54	7338.54	7272.34	7247.34	7251.54	7209.14	7189.74	7122.54	7158.34	7158.34
522.201	38426.4	1041.68	8723.01	7878.54	7713.34	7659.14	7490.34	7401.94	7413.54	7482.74	7353.14	7325.74	7278.74	7330.34	7236.34	7207.94	7187.34	7118.14	7118.14
522.456	38655.9	1038.66	8779.82	7975.42	7816.62	7734.62	7590.22	7535.02	7529.42	7546.02	7454.02	7420.22	7373.82	7318.62	7283.22	7290.62	7230.22	7214.42	7214.42
522.71	38730.8	1039.32	8872.34	8046.14	7818.74	7779.74	7707.74	7624.34	7568.74	7565.54	7464.34	7479.34	7404.54	7349.94	7389.14	7387.54	7313.74	7285.14	7285.14
522.965	38862.8	1033.34	8963.83	8046.56	7872.76	7818.16	7740.56	7663.76	7654.56	7537.96	7555.36	7534.96	7442.36	7457.16	7427.36	7402.76	7349.36	7296.76	7296.76
523.22	38956.3	1039.42	9038.16	8201.76	7990.16	7857.56	7844.76	7720.96	7655.96	7655.96	7615.36	7577.36	7529.36	7536.56	7496.36	7451.96	7412.56	7456.56	7456.56
523.475	39185.2	1045.72	9099.04	8196.64	8054.44	7965.24	7910.64	7867.64	7795.24	7755.24	7679.64	7571.64	7579.64	7558.04	7540.24	7498.64	7422.04	7466.34	7466.34
523.729	39233.8	1042.96	9182.82	8270.82	8104.82	7968.42	7900.22	7819.42	7855.02	7767.02	7741.62	7701.82	7673.42	7613.42	7606.42	7583.22	7578.22	7545.22	7545.22
523.984	39289.1	1039.3	9248.55	8344.02	8165.02	8089.62	8020.82	7785.82	7866.82	7827.02	7788.82	7765.22	7699.22	7619.42	7730.22	7639.02	7634.22	7582.62	7582.62
524.239	39541.3	1041.3	9297.29	8431.42	8229.02	8119.62	8025.62	7990.82	7915.42	7870.42	7838.42	7729.22	7747.42	7748.02	7706.22	7680.82	7630.22	7577.02	7577.02
524.493	39733.1	1044.24	9376.29	8535.02	8306.82	8144.62	8092.82	8026.42	8034.82	7923.62	7904.22	7807.02	7840.42	7816.82	7783.02	7783.02	7764.62	7704.82	7704.82
524.748	39816.8	1038.76	9417.82	8593.42	8313.82	8207.62	8143.82	8125.62	8016.22	7980.62	7901.62	7917.42	7855.62	7871.02	7789.22	7760.82	7787.42	7730.42	7730.42
525.002	39788.8	1042.2	9506.73	8494.66	8362.06	8295.86	8215.26	8086.06	8100.26	8052.86	8014.06	7926.86	7953.66	7904.06	7850.66	7870.86	7851.46	7790.66	7790.66
525.256	40108.6	1044.82	9607.52	8701.72	8505.92	8454.12	8274.72	8226.52	8168.92	8127.32	8128.72	8071.52	8054.92	7932.92	7935.72	7885.72	7952.52	7857.52	7857.52
525.511	40198.2	1040.07	9599.88	8696.28	8513.88	8440.88	8311.28	8172.08	8156.48	8119.08	8155.48	8059.68	8044.48	8004.88	8016.28	7959.08	7974.08	7861.68	7861.68
525.765	40275.7	1041.08	9656.33	8787	8556	8463.4	8358	8342.6	8336.7	8187.6	8192.4	8155	8040.6	8044.6	8057.4	8023.2	7996.8	7940.6	7940.6
526.019	40589.4	1036.68	9809.3	8865.1	8682.9	8562.9	8446.7	8405.3	8364.1	8282.1	8250.9	8265.5	8153.3	8180.5	8114.9	8098.5	8051.1	8049.1	8049.1
526.273	40357.7	1037.9	9786.31	8852.98	8692.98	8547.38	8334.18	8386.78	8397.98	8303.58	8221.98	8202.38	8177.18	8090.78	8108.98	8045.98	8127.58	8036.98	8036.98
526.527	40559.7	1040.38	9832.52	8894.52	8696.72	8542.32	8504.72	8398.92	8413.12	8361.92	8285.72	8263.92	8176.92	8123.52	8171.72	8130.12	8098.92	8106.92	8106.92
526.781	40633.8	1042.98	9884.03	8943.96	8719.76	8628.56	8520.36	8451.36	8402.56	8379.76	8349.16	8332.16	8270.16	8209.36	8223.56	8167.76	8146.96	8138.36	8138.36
527.035	40725.8	1037.52	9928.07	9010.2	8777.8	8689.2	8521.2	8531	8442.4	8482.4	8366.4	8385	8281.2	8304.6	8193	8191.4	8196.8	8150	8150
527.289	40663.5	1037.32	9967.49	9061.16	8811.56	8749.76	8593.16	8646.56	8490.96	8463.76	8436.16	8360.96	8300.76	8294.16	8277.16	8249.16	8243.96	8222.16	8222.16
527.543	40828.7	1046.76	10161.5	9152.28	8898.08	8806.48	8713.88	8636.28	8530.08	8551.28	8499.28	8450.08	8384.48	8382.28	8350.68	8390.48	8299.48	8265.48	8265.48
527.797	41023.2	1036.8	10171.2	9209.26	8982.66	8823.66	8764.66	8723.86	8633.26	8629.06	8562.46	8470.46	8512.46	8461.86	8412.66	8330.46	8414.66	8333.66	8333.66
528.051	41046	1045.62	10219.4	9204.1	9064.3	8911.9	8763.1	8658.1	8623.7	8586.5	8554.5	8573.3	8528.7	8457.1	8424.9	8470.5	8337.1	8362.7	8362.7
528.305	41206.4	1046.16	10280.7	9300.6	9121.8	8944.6	8870.6	8762.2	8754.4	8699.2	8640.6	8600	8586	8544	8502	8510.6	8467.4	8446.4	8446.4
528.558	40659.7	1036.89	10212.7	9208.98	8921.98	8796.18	8819.78	8717.58	8678.98	8554.58	8597.18	8562.38	8509.18	8490.98	8421.78	8393.98	8374.38	8389.98	8389.98
528.812	41453.8	1037.58	10455.5	9394.37	9201.37	9115.57	9038.77	8906.17	8870.37	8782.77	8740.57	8761.97	8665.97	8644.77	8621.37	8634.97	8569.37	8613.97	8613.97
529.065	41689.8	1041.62	10545	9519.7	9253.9	9119.5	9123.5	8959.7	8951.3	8925.3	8930.3	8858.3	8789.1	8791.7	8735.9	8698.1	8682.9	8650.1	8650.1
529.319	41585.5	1044.16	10563.4	9473.42	9330.82	9124.42	9077.42	9009.42	8951.42	8902.82	8877.62	8868.62	8816.02	8792.62	8833.42	8699.62	8684.22	8671.02	8671.02
529.572	41826.3	1043.34	10698.6	9640.02	9436.82	9282.42	9246.42	9069.62	9092.02	9022.22	8928.42	8994.82	8919.02	8946.02	8843.42	8760.42	8807.62	8810.62	8810.62
529.826	41765.8	1042.4	10728.9	9605.32	9426.32	9335.12	9248.92	9133.32	9088.32	9003.32	9078.52	9013.32	8955.12	8905.32	8805.72	8895.52	8802.52	8754.32	8754.32
530.079	42033.5	1037.56	10832.8	9731.14	9587.54	9390.54	9268.54	9259.14	9254.74	9148.34	9169.54	9072.34	9014.34	8947.94	8970.94	8863.74	8893.74	8857.74	8857.74
530.333	41874.1	1040.42	10812.7	9735.48	9593.28	9378.88	9312.08	9267.28	9217.08	9151.68	9063.08	9020.88	8994.48	9026.78	8935.48	8928.08	8895.08	8898.28	8898.28
530.586	41994.8	1042.36	10911.2	9852.62	9622.42	9449.02	9372.82	9365.22	9290.02	9239.22	9192.62	9132.42	9077.82	9040.02	8981.82	8985.22	9045.82	9018.02	9018.02
530.839	42141.6	1039.09	11032.5	10000.5	9695.52	9609.32	9520.12	9431.12	9385.92	9351.12	9296.32	9231.72	9159.72	9166.52	9094.32	9086.32	9085.72	9077.32	9077.32
531.092	42277.1	1032.38	11114.1	9927.94	9769.24	9656.54	9536.34	9487.94	9499.34	9391.54	9344.74	9248.14	9287.54	9249.34	9224.94	9100.54	9168.14	9094.34	9094.34
531.345	41647.9	1045.18	11006.9	9856.28	9689.28	9509.88	9431.48	9436.08	9298.08	9318.28	9245.28	9253.88	9147.48	9157.68	9065.48	9064.68	9051.68	9070.08	9070.08
531.598	42383	1052.62	11293.9	10160.3	9861.5	9713.1	9613.9	9577.1	9600.9	9480.9	9426.1	9378.5	9336.7	9284.1	9273.7	9260.1	9238.7	9171.7	9171.7
531.851	42361.1	1042.6	11310.3	10169.9	9908.5	9752.5	9671.7	9615.3	9646.1	9537.9	9500.1	9416.1	9325.3	9346.1	9329.1	9293.5	9232.5	9226.9	9226.9
532.104	42418.8	1046.34	11366.9	10213.6	9937	9790.6	9711	9670.2	9638.6	9561	9479.8	9476.6	9466	9405	9443.6	9415.8	9340.6	9293.2	9293.2
532.357	42388.6	1038.4	11387.2	10360.8	9967.6	9866.2	9827.8	9737.6	9620	9618	9563.8	9540.6	9478.4	9461.4	9433.8	9453.8	9373.2	9331.8	9331.8
532.61	42521.7	1036.46	11525.2	10317.3	10102.1	9913.12	9890.52	9792.72	9716.72	9683.72	9570.52	9529.72	9534.32	9517.72	9524.52	9411.12	9495.12	9454.32	9454.32
532.863	42514.8	1043.5	11559.2	10400.6	10150.2	9931.38	9874.58	9862.38	9830.58	9727.18	9644.78	9607.78	9582.98	9641.98	9531.18	9503.18	9451.18	9455.38	9455.38
533.115	42680.2	1043.62	11664.6	10478.3	10235.1	10085.3	10006.9	9941.32	9874.72	9836.72	9815.52	9767.32	9704.12	9644.52	9603.12	9579.72	9585.92	9556.12	9556.12
533.368	42750.2	1042	11734.2	10504.4	10295.4	10158.2	10028.2	9940.16	9924.76	9922.56	9862.36	9780.56	9701.96	9735.56	9671.96	9631.96	9652.76	9601.56	9601.56
533.621	42800.9	1031.88	11806	10623.8	10383.8	10227.8	10092.4	10016.4	10018.8	10054	9949.84	9837.44	9827.84	9796.64	9734.44	9709.24	9748.64	9700.84	9700.84
533.873	42888.8	1036.98	11879	10723.8	10482.4	10263.6	10253.4	10181	10124.4	10063.2	9984.84	9949.84	9852.44	9858.24	9799.64	9802.24	9816.04	9722.04	9722.04
534.126	42862.9	1043.7	11913.3	10756.1	10559.1	10363.5	10286.9	10136.7	10101.5	10058.1	10041.9	10022.7	9950.06	9890.66	9901.26	9788.86	9923.66	9689.86	9689.86
534.378	43062.9	1046.6	12021.4	10769.6	10522.2	10344.4	10278.4	10211.6	10113.6	10123.4	10113.6	10112.2	9959.42	10030.8	10010.2	9927.62	9975.02	9818.62	9818.62
534.631	43087.4	1031.81	12094.5	10910.6	10592	10528.4	10332.4	10264.4	10322.6	10200.2	10072.6	10148.8	10023.4	10085.8	9984.1	10041.6	9982.4	9932.2	9932.2
534.883	43124.3	1040.84	12151.7	10927.5	10641.1	10605.5	10509.7	10360.9	10353.9	10182.1	10193.3	10106.9	10147.5	10008.7	10044.5	10022.9	10041.1	9922.1	9922.1
535.135	43267.9	1044.12	12184.8	10969.8	10799.4	10609.2	10549.8	10373.2	10372.8	10282	10257.2	10254	10140.8	10153.2	10100.2	10092.2	10033.4	9969	9969
535.388	43214.9	1037.04	12249.6	11034.5	10755.9	10647.9	10492.5	10348.3	10400.5	10311.7	10269.3	10221.3	10216.9	10130.9	10151.3	10151.3	10071.9	10103.9	10103.9
535.64	43320.5	1037.14	12370.1	11009.1	10799.3	10632.3	10598.3	10480.3	10414.3	10361.9	10292.1	10265.3	10302.9	10187.3	10182.5	10144.5	10188.7	10093.3	10093.3
